gvkeyFR,gvkey,year1,yearN
009077,009077,1960,1978
009083,009083,1981,2015
009097,009097,1974,2006
009098,015704,1982,2020
009100,009100,1963,1978
009103,009103,1950,1985
009104,008331,1950,1986
009104,012351,1987,1987
009104,062290,1995,2020
009110,009110,1972,1986
009111,025493,1987,1993
009111,180474,2009,2020
009113,120877,1997,2016
009113,001932,2017,2020
009118,009118,1979,1996
009120,009120,1981,1998
009121,009121,1968,1985
009125,009125,1981,2020
009126,008762,1950,2020
009128,009128,1959,1976
009130,009130,1975,1984
009132,009132,1960,2000
009135,009135,1981,2020
009139,009139,1950,1970
009140,009140,1950,1984
009143,009143,1963,1979
009144,009144,1960,1971
009146,009146,1969,1977
009147,009147,1960,1999
009152,009152,1974,1983
009163,009163,1972,1979
009165,003170,1950,1985
009165,031590,1993,2003
009166,009166,1973,1984
009168,061795,1993,2002
009168,011649,2003,2020
009172,009172,1973,1979
009173,009173,1959,2012
009174,009174,1974,1983
009177,009177,1981,2009
009178,009178,1950,1985
009180,009180,1950,1999
009181,009181,1973,1991
009185,009185,1973,1985
009186,009186,1978,2000
009187,009187,1959,1982
009188,009188,1961,1985
009189,009189,1964,1972
009191,019349,1993,2007
009192,064477,1991,1999
009194,009194,1951,2001
009195,009195,1960,1998
009196,009196,1965,1987
009197,009197,1962,1984
009203,009203,1950,2020
009204,009204,1950,1971
009212,009212,1962,1979
009213,009213,1981,2003
009215,009215,1960,2020
009216,009216,1960,2020
009217,004060,1950,2014
009217,034443,2015,2020
009218,009218,1950,1997
009220,009220,1979,1988
009221,009221,1960,1999
009224,009224,1981,1999
009225,009225,1955,2020
009226,009226,1975,1984
009227,009227,1976,1987
009229,009229,1969,1983
009230,009230,1950,2009
009233,009233,1982,1994
009235,011465,1956,1991
009235,024925,1992,2020
009236,013467,1986,2003
009236,101204,2004,2020
009238,009238,1967,1981
009239,004321,1950,2020
009243,009243,1971,1997
009248,009248,1984,2020
009254,009254,1960,1976
009256,009256,1966,2015
009257,009257,1973,2001
009258,009258,1967,2018
009260,009260,1959,1975
009261,009261,1960,1969
009264,009264,1974,1992
009266,009266,1950,1983
009267,012384,1982,2020
009278,009278,1970,1979
009279,009279,1967,2002
009280,009280,1950,1998
009281,009281,1974,2005
009282,009282,1966,1975
009285,009285,1977,1995
009287,009288,1983,1985
009292,009292,1968,1993
009295,009295,1960,1978
009297,009297,1967,1987
009300,009300,1959,1987
009303,009303,1950,2000
009304,009304,1977,1985
009306,009306,1980,1993
009308,005047,1950,2020
009310,009310,1982,1989
009311,178153,2007,2020
009312,009312,1971,1984
009316,012826,1985,1999
009318,009318,1970,1990
009319,009319,1968,2007
009325,009325,1959,2015
009326,009326,1964,1977
009330,009330,1980,2020
009331,009331,1959,1978
009332,009332,1950,2002
009335,009335,1962,1983
009340,029955,1993,2020
009341,009341,1965,1975
009348,009348,1967,1973
009351,009351,1970,2007
009352,009352,1979,1985
009356,009356,1971,1977
009358,009358,1980,2000
009359,009359,1950,2013
009361,009361,1962,1985
009369,009369,1950,1980
009372,001078,1950,2020
009381,009381,1950,1983
009382,009382,1962,2002
009384,009384,1960,1995
009389,002102,1950,1985
009389,013932,1987,2007
009399,009399,1950,1975
009400,009400,1957,1970
009401,009401,1973,1995
009402,179342,2006,2013
009405,064876,1991,2000
009405,005187,2001,2006
009406,009406,1977,1999
009408,009408,1957,1994
009411,010793,1962,2020
009413,009413,1982,2005
009416,009416,1967,1985
009429,009429,1959,1981
009433,009433,1962,1997
009434,009434,1960,1993
009438,009438,1973,1988
009439,009439,1960,1970
009442,009442,1973,1982
009443,009443,1974,2004
009444,009444,1977,1987
009446,009446,1973,1983
009452,009452,1975,1981
009456,009456,1950,1970
009457,009457,1961,1980
009459,009459,1950,2008
009460,009460,1964,1978
009461,013701,1986,1993
009465,009465,1957,2020
009467,009467,1971,1977
009468,009468,1963,1988
009470,009470,1983,1999
009474,009474,1974,1988
009477,009477,1979,1994
009481,009481,1980,2015
009483,009483,1961,2005
009487,011636,1950,2020
009492,009492,1983,1988
009494,009494,1974,1997
009497,015018,1982,1997
009501,009501,1980,2013
009502,009502,1950,1985
009508,009508,1950,1970
009510,009510,1974,1986
009511,009511,1980,1998
009514,009514,1950,1994
009516,009516,1979,1984
009521,009521,1969,2020
009523,009523,1950,1984
009528,009528,1973,1979
009532,009532,1967,2004
009535,009535,1973,1982
009541,009541,1950,1972
009544,009544,1973,1979
009545,150937,2000,2004
009545,015855,2005,2020
009547,009547,1973,1980
009551,009551,1981,2020
009552,009552,1978,2015
009554,009554,1961,1980
009555,009555,1966,2020
009558,009558,1960,1991
009560,007536,1950,2002
009560,008530,2003,2020
009562,009562,1950,1979
009563,006307,1950,2018
009565,009565,1960,1977
009566,009566,1964,1989
009570,009570,1983,2001
009578,009578,1973,1979
009580,009602,1971,2000
009580,010787,2001,2015
009580,006268,2016,2020
009585,009585,1974,1982
009587,009587,1967,1986
009590,009590,1960,2020
009591,009591,1972,1978
009595,009595,1959,1984
009597,009597,1983,1997
009599,009599,1966,2020
009602,010787,1963,2015
009602,006268,2016,2020
009606,009606,1978,1982
009613,009613,1963,2014
009614,009614,1965,2009
009617,009617,1960,1988
009619,009619,1961,2020
009620,009620,1960,1986
009624,009624,1978,1985
009626,008543,1950,1985
009626,014448,1986,1990
009627,009627,1974,1978
009630,009630,1960,1979
009631,009631,1972,1988
009636,009636,1982,1989
009639,009639,1959,1986
009640,009640,1960,1972
009645,009645,1964,1987
009647,009647,1968,2020
009649,009649,1983,1998
009650,009650,1961,2001
009652,009652,1960,2006
009653,009267,1952,2003
009653,012384,2004,2020
009656,009656,1960,1988
009661,009661,1960,1970
009662,009662,1962,1976
009663,009663,1973,1984
009666,009666,1961,1995
009667,009667,1950,2020
009668,009668,1959,1979
009679,009679,1979,2005
009684,009684,1950,1970
009685,009685,1967,1971
009690,009690,1968,1973
009692,007824,1951,2012
009696,009696,1979,1987
009697,009697,1960,1988
009698,009698,1963,2020
009699,009699,1975,2014
009700,009700,1963,1979
009701,009701,1971,1975
009703,009703,1973,1987
009705,001300,1950,2020
009707,008546,1973,2020
009709,009709,1964,1990
009710,009710,1974,1988
009714,009714,1977,1987
009715,007346,1978,2017
009719,009719,1968,2004
009723,009723,1977,1985
009728A,009728,1979,2017
009728A,032014,2018,2020
009730,009730,1974,1985
009733,009733,1959,1984
009734,009734,1960,1982
009740,009740,1962,1977
009741,009741,1956,1973
009744,001848,1950,1998
009744,002410,1999,2020
009748,009748,1973,2015
009752,009752,1977,1986
009755,009755,1950,1975
009756,009756,1950,1977
009761,033652,2014,2020
009763,009763,1973,1983
009764,009764,1965,1987
009766,009766,1950,1989
009768,009768,1960,1971
009771,009771,1959,2020
009772,009772,1958,2009
009774,009774,1970,2015
009775,005180,1959,2020
009778,009778,1960,2020
009783,009783,1963,2020
009786,009786,1980,2016
009793,009793,1959,1977
009794,009794,1974,1979
009795,009795,1975,1985
009796,009796,1970,1983
009798,009798,1973,1982
009799,009799,1960,2020
009801,009801,1972,1982
009814,009814,1975,1985
009817,009817,1970,1983
009818,009818,1961,2020
009822,009822,1962,1982
009823,009823,1967,1989
009826,009826,1967,1981
009837,009837,1963,1999
009846,009846,1951,2020
009848,009848,1973,2020
009851,009851,1974,1979
009857,009857,1958,1999
009858,009858,1960,1978
009860,009860,1973,2020
009864,009864,1957,2004
009882,009882,1971,2020
009883,009883,1962,1973
009886,009886,1965,1981
009889,009889,1963,1986
009890,009890,1957,2020
009894,009894,1969,1977
009899,009899,1984,2020
009900,001581,1950,1983
009900,009900,1984,1986
009900,009899,1987,2020
009904,009904,1973,2020
009906,066591,1951,2020
009907,009907,1974,1980
009911,009911,1963,1990
009916,009916,1981,2016
009919,009919,1983,2020
009920,009920,1950,1970
009921,009921,1977,2012
009922,009922,1959,2018
009925,009925,1974,1987
009928,009928,1960,1979
009929,066034,1992,2000
009930,009930,1979,1995
009931,009931,1962,1977
009932,009932,1983,1998
009933,009933,1981,1984
009935,009935,1971,1978
009937,009937,1977,2010
009942,009942,1973,2003
009943,009943,1960,1988
009944,009944,1965,1977
009946,009946,1966,1980
009947,009947,1950,1986
009949,009949,1973,1988
009952,009952,1974,2001
009960,009960,1974,2004
009962,009962,1950,1975
009963,009963,1966,2000
009965,009965,1950,1990
009967,002403,1950,2020
009968,009968,1960,1981
009977,009977,1950,1987
009981,148328,2000,2013
009984,009984,1960,1980
009989,009989,1967,1978
009990,009990,1962,1981
009991,009991,1974,1978
009992,009992,1973,1980
009994,009994,1973,1988
009996,009996,1950,1971
009998,009998,1965,1994
009999,009999,1973,2012
010000,010000,1960,2020
010003,010003,1950,1969
010005,010005,1950,2013
010006,010006,1978,1998
010007,010007,1960,1975
010008,010008,1963,2020
010009,010009,1968,1984
010010,010010,1982,1999
010012,010012,1962,1979
010014,010014,1959,1980
010016,010016,1950,2020
010017,010017,1950,1975
010020,010020,1971,1990
010021,010021,1968,1987
010022,010022,1976,1997
010026,010026,1983,1998
010035,010035,1963,2020
010037,010037,1960,1973
010039,010039,1950,1984
010042,010042,1962,1982
010043,010043,1960,1991
010044,010044,1983,2006
010047,010047,1957,1970
010048,010048,1973,1985
010049,010049,1960,1969
010050,010050,1963,1989
010052,010052,1967,1975
010053,023978,1950,2015
010053,032670,2017,2020
010054,010054,1968,1975
010056,010056,1960,2020
010062,010062,1982,1998
010066,010066,1950,1986
010067,010067,1961,1997
010068,010068,1960,1985
010071,010071,1982,1999
010074,010074,1961,1972
010075,010075,1965,1980
010076,010076,1967,1988
010082,010082,1950,1987
010084,010084,1982,1998
010088,010088,1950,1986
010091,010091,1950,2000
010092,010092,1960,1999
010093,010093,1950,1997
010096,010096,1981,2020
010097,010097,1971,2004
010100,010100,1971,1976
010104,010104,1974,1987
010108,007127,1950,2005
010109,010109,1956,2006
010114,010114,1959,1989
010115,010115,1978,2020
010116,010116,1973,1991
010122,010122,1978,1983
010124,010124,1971,2020
010125,010125,1973,1979
010127,010127,1967,1994
010131,010131,1950,1982
010135,010135,1967,1983
010138,010138,1981,1991
010147,010147,1964,1978
010150,010150,1950,2006
010152,010152,1982,1997
010155,010155,1978,1981
010156,010156,1950,2011
010159,010159,1959,2009
010160,001278,1950,1985
010160,013708,1986,1995
010160,010405,1996,2003
010160,027980,2004,2015
010160,007875,2016,2020
010163,010163,1950,1998
010166,019260,1987,1998
010167,010167,1973,1994
010170,010170,1973,1981
010186,010186,1973,1994
010190,010190,1950,2018
010193,010193,1962,1988
010195,010195,1969,2020
010197,010197,1950,1983
010198,010198,1967,2020
010200,010200,1982,2013
010204,010204,1966,1992
010209,010209,1972,1978
010212,010212,1962,1986
010215,010215,1954,2011
010218,010218,1967,1986
010221,010221,1980,2020
010224,010224,1959,1969
010227,015133,1987,2003
010227,013204,2004,2005
010227,010530,2006,2020
010228,010228,1969,1977
010229,010229,1973,1988
010230,010230,1981,1994
010232,010232,1978,2005
010233,010233,1982,1992
010236,010236,1963,2020
010237,010237,1982,2004
010238,010238,1979,2001
010242,010242,1981,1993
010243,010243,1958,1993
010244,010244,1983,2010
010245,010245,1979,1989
010246,010246,1974,1988
010249,010249,1973,1980
010251,010251,1974,1984
010258,010258,1980,1985
010260,002169,1962,2000
010260,031673,2001,2020
010261,010261,1977,1988
010262,010262,1965,1980
010264,010264,1980,1990
010266,010266,1982,2004
010269,010269,1974,1986
010271,010271,1982,1999
010275,010275,1979,2020
010277,025792,1990,2020
010286,010286,1970,2011
010289,010289,1978,1985
010298,010298,1964,1986
010299,010299,1980,1985
010301,007985,1950,2020
010303,001303,1973,1979
010310,010310,1981,2007
010314,008479,1950,1996
010314,065417,1997,2020
010315,010315,1977,1982
010318,010318,1979,1991
010320,010320,1950,1987
010321,010321,1983,2004
010324,010324,1960,1978
010325,010325,1961,1969
010326,010326,1950,1996
010329,003282,1983,2001
010329,005606,2002,2020
010332,010332,1959,2013
010334,010334,1970,1983
010338,010338,1973,1982
010339,014620,1984,2020
010345,010345,1950,2010
010349,010349,1980,2020
010351,010351,1972,1982
010352,010352,1960,1976
010353,010353,1979,2020
010355,010355,1970,1978
010357,014169,1986,2016
010358,010358,1974,1988
010359,010359,1968,1999
010360,010360,1977,1986
010361,010361,1984,2007
010364,010364,1973,2020
010367,010367,1973,1980
010369,010369,1960,1987
010373,010373,1968,1979
010374,010374,1965,2014
010377,010377,1981,1990
010378,010378,1983,1998
010379,010379,1980,2000
010380,010380,1964,2020
010381,010381,1980,1993
010382,165640,2003,2012
010385,010385,1962,2020
010386,015343,1965,2020
010391,010391,1950,2007
010394,010394,1983,2002
010395,010395,1984,1990
010396,010396,1979,1987
010397,010397,1977,1982
010401,010401,1974,1993
010404,010404,1962,1990
010405,010405,1960,2020
010408,010408,1974,1995
010410,010410,1976,1984
010411,010411,1976,2020
010413,010413,1960,1980
010414,010414,1977,1983
010417,010417,1969,2004
010419,010419,1960,1989
010422,010422,1982,2000
010424,010424,1978,1987
010425,010425,1962,1972
010427,010427,1979,1996
010428,010428,1977,1982
010431,010431,1981,2004
010435,010435,1983,1999
010436,010436,1973,1983
010440,010440,1965,1979
010441,010441,1968,2020
010443,010443,1957,2020
010447,010447,1976,2020
010449,010449,1960,1997
010451,010451,1963,2015
010452,010452,1981,2002
010453,010453,1969,2020
010455,010455,1983,1993
010464,010464,1980,1989
010465,010465,1975,1984
010466,010466,1965,2017
010467,010467,1982,1987
010469,010469,2011,2020
010473,005693,1950,1987
010473,021237,1989,2020
010482,002991,1950,2020
010484,010795,1950,2020
010490,010491,1973,2003
010491,010491,1973,2003
010497,010497,1983,1998
010499,010499,1953,2020
010503,010503,1959,1985
010506,010506,1964,1982
010510,010510,1950,1980
010511,010511,1967,1998
010514,010514,1982,1987
010516,010516,1965,1996
010517,010517,1960,1976
010519,010519,1950,2020
010520,010520,1973,2004
010521,010521,1960,1978
010523,025243,1987,1997
010525,010525,1979,2004
010529,010529,1973,1982
010530,010530,1966,2020
010532,010532,1980,2011
010534,010534,1982,2001
010535,010535,1972,1987
010536,010536,1977,1980
010537,010537,1982,1999
010538,007574,1961,1999
010538,001356,2000,2000
010538,023220,2001,2017
010540,010540,1950,2011
010542,010542,1973,1978
010543,010543,1973,2000
010548,010548,1969,1995
010550,010550,1980,2014
010551,010551,1970,1998
010553,010553,1982,2009
010561,010561,1970,1983
010567,010567,1974,2020
010569,013646,1986,2020
010574,010574,1982,2002
010576,025056,1990,2014
010576,002136,2015,2020
010578,010578,1972,1987
010579,010579,1976,1984
010580,010580,1950,1999
010581,010581,1950,2020
010582,010582,1969,1977
010588,010588,1966,2004
010593,010593,1971,1979
010594,010594,1959,1980
010595,010595,1973,1983
010597,010597,1950,2010
010599,010599,1960,2001
010602,010602,1973,1987
010608,005518,1967,2020
010609,010609,1950,2020
010612,010612,1972,1983
010616,010616,1964,1971
010617,010617,1962,1981
010618,010618,1962,2020
010620,010620,1973,1978
010621,010621,1970,2000
010622,010622,1975,2020
010626,010626,1975,2003
010631,141913,1998,2020
010633,014641,1983,1986
010633,004735,1987,2003
010640,010640,1964,1997
010642,010642,1972,1983
010643,010643,1960,1972
010649,001567,1950,2007
010658,010658,1960,2020
010663,010870,1983,2005
010663,184954,2006,2011
010663,024638,2012,2020
010665,010665,1982,1999
010666,010666,1973,1999
010667,010667,1964,1979
010668,010668,1959,1973
010669,010669,1962,1998
010671,010671,1960,2020
010672,010672,1964,1994
010677,010677,1971,1984
010683,010683,1973,1987
010684,010684,1973,1986
010685,010685,1973,2020
010688,010688,1962,1969
010692,010692,1973,2015
010693,010693,1982,1991
010697,010697,1950,1984
010703,010703,1961,1997
010704,010704,1973,1980
010707,010707,1960,1980
010708,010708,1973,1988
010709,010709,1963,1978
010715,010715,1962,1992
010716,010716,1968,1973
010721,010721,1955,1988
010723,001762,1950,2005
010723,175689,2006,2020
010724,010724,1963,2000
010726,010726,1983,2018
010732,010732,1960,1993
010733,010733,1982,2011
010734,010734,1982,2019
010735,010735,1962,2020
010740,010740,1983,2020
010745,010745,1959,1971
010747,002102,1950,1990
010747,003362,1991,2020
010750,010750,1973,1986
010751,010751,1973,1998
010753,010753,1960,1970
010755,010755,1961,2002
010758,010758,1969,1976
010764,010764,1973,1998
010770,010770,1969,1998
010773,010773,1961,1977
010774,010774,1951,1992
010777,010777,1965,2020
010778,010778,1960,1982
010779,010779,1983,1990
010780,010780,1973,1990
010787,006268,1950,2020
010788,010788,1979,1989
010790,010790,1969,1983
010792,010792,1972,1979
010793,010793,1962,2020
010795,010795,1950,2020
010797,010797,1973,1980
010801,010801,1951,2020
010802,010802,1962,1983
010804,010804,1973,1991
010807,010807,1974,1989
010809,010150,1950,2006
010810,010810,1960,2002
010811,010811,1959,1977
010813,010813,1966,2013
010816,010816,1950,2018
010818,010818,1950,1975
010820,010820,1960,2011
010822,010822,1969,1989
010824,010824,1950,1978
010827,010827,1981,2009
010828,010828,1980,1989
010833,010833,1973,1979
010837,010837,1950,1983
010839,010839,1971,2020
010840,010840,1981,2020
010841,010841,1973,1999
010846,010846,1950,2020
010848,010848,1974,1998
010852,010852,1976,1982
010855,010855,1950,1998
010857,010857,1950,2020
010859,010859,1959,1997
010860,010860,1951,2020
010861,010861,1965,1983
010862,010862,1951,2017
010864,010864,1963,1987
010869,010869,1972,1987
010870,184954,2006,2011
010870,024638,2012,2020
010873,010873,1950,1984
010878,010878,1959,1985
010880,010880,1959,1990
010883,010883,1958,1990
010885,010885,1971,1988
010896,007363,1972,1985
010899,010899,1960,1999
010903,010903,1983,2020
010913,010913,1960,1982
010921,010921,1960,2002
010924,010924,1960,1976
010932,006062,1967,2004
010934,010934,1982,1991
010940,010940,1959,1973
010943,010512,1983,1989
010943,008015,1990,1998
010949,010949,1979,1988
010952,023978,1950,2020
010956,010956,1964,1967
010957,010957,1974,1989
010963,010963,1978,1988
010964,014294,1984,1990
010966,010966,1964,1976
010967,010967,1960,1978
010969,010969,1959,1995
010971,010971,1950,1986
010972,010972,1970,1997
010973,010973,1979,1983
010974,010974,1950,2007
010983,010983,1950,2020
010984,010984,1962,2019
010991,010991,1982,2020
010993,010993,1968,1999
010997,010997,1962,1976
011001,010499,1953,2020
011003,021515,2012,2020
011005,011005,1973,1981
011008,011008,1959,1976
011009,011009,1976,1994
011012,011012,1962,2020
011016,011016,1968,1978
011019,011019,1960,1969
011022,011022,1984,1985
011024,011024,1970,1986
011025,011025,1972,1986
011028,011028,1963,1984
011035,011035,1973,2016
011036,011036,1960,1968
011040,007536,1950,2002
011040,008530,2003,2020
011044,011044,1974,1983
011050,011050,1960,1976
011051,011051,1982,2020
011052,011052,1951,1987
011055,011055,1979,1986
011056,011056,1958,2007
011057,011057,1976,1981
011058,011058,1982,1998
011059,011059,1960,1973
011060,011060,1960,2020
011061,011061,1960,1973
011062,011062,1982,1998
011064,011064,1982,1993
011065,011065,1974,2020
011066,011066,1959,1980
011072,011072,1973,1983
011073,011073,1973,1980
011074,011074,1973,2010
011075,011075,1961,1970
011083,011083,1982,1990
011084,011084,1979,1999
011091,011091,1973,1999
011092,011092,1972,1982
011094,011094,1967,2020
011096,011096,1959,2016
011097,011097,1973,1979
011101,011101,1960,1992
011105,011105,1964,1966
011108,011108,1974,1979
011109,011109,1982,1992
011112,011112,1973,1980
011115,011115,1950,2020
011116,011116,1973,1979
011117,011117,1973,1999
011118,011118,1960,1988
011124,011124,1961,2020
011125,011125,1960,1975
011127,011127,1973,1978
011129,011129,1972,1990
011130,011130,1950,1987
011133,011133,1960,1975
011134,011134,1974,1984
011135,011135,1983,2002
011137,011137,1967,2011
011138,011138,1965,1988
011142,011142,1960,2008
011143,011143,1973,1986
011148,011148,1962,1979
011152,011152,1967,1977
011155,011155,1963,1997
011159,108740,1999,2012
011160,011160,1983,2002
011161,011161,1973,2018
011163,011163,1950,1976
011168,011168,1973,1984
011169,011169,1983,2020
011172,011172,1982,2008
011173,011971,1985,1996
011180,011180,1970,1980
011182,011182,1973,1989
011183,011183,1982,2006
011184,011184,1980,1993
011185,011185,1963,2020
011186,011186,1960,1979
011188,011188,1963,2020
011191,011191,1972,2020
011196,011196,1960,1996
011198,011198,1978,1991
011199,011199,1969,1988
011204,023584,1988,1994
011206,011206,1983,1996
011208,011208,1982,1991
011210,011210,1963,1972
011211,011211,1980,1988
011212,011212,1973,1992
011213,011213,1972,2020
011217,011217,1983,2020
011218,011218,1984,2000
011218A,011218,1984,1993
011218A,061402,1994,2005
011219,011219,1960,1990
011220,011220,1959,2020
011221,011221,1978,1987
011222,011222,1975,1982
011224,011224,1983,1986
011225,011225,1960,2004
011227,011227,1961,1987
011230,011230,1977,1986
011244,011244,1961,1979
011246,011246,1962,1984
011247,004739,1963,2007
011259,011259,1970,2020
011260,011260,1975,1984
011261,011261,1974,1998
011262,011262,1959,1984
011264,011264,1950,2020
011269,011269,1980,1991
011271,011271,1959,2002
011272,011272,1973,1979
011273,011273,1950,1980
011274,011274,1955,1987
011276,011276,1966,1970
011277,011277,1950,1970
011278,011278,1966,1998
011279,011279,1970,1976
011280,011280,1950,1979
011282,011282,1950,1979
011284,011284,1956,1988
011285,011285,1960,1976
011286,011286,1982,2014
011287,011287,1960,1983
011288,008530,1950,2020
011292,011292,1960,1972
011300,011300,1971,2020
011302,011302,1959,2017
011303,011303,1965,1978
011304,011304,1951,2020
011306,014477,1987,2020
011307,011307,1962,1969
011310,011310,1960,2009
011312,011312,1964,1998
011313,011313,1961,2020
011315,011315,1973,2014
011316,011316,1974,1997
011317,115377,1992,1997
011319,011319,1960,1999
011320,011320,1960,1971
011321,011321,1966,1992
011323,004367,1977,2020
011324,011324,1968,1976
011325,011325,1976,2007
011327,011327,1970,1985
011332,011332,1973,2000
011333,011333,1983,1995
011335,011335,1962,1981
011336,011336,1979,1991
011337,005568,1950,2000
011337,145308,2001,2020
011338,011338,1960,1989
011342,011342,1972,1980
011346,011346,1973,1979
011348,011348,1960,1987
011349,011349,1963,1998
011350,011350,1965,1995
011351,011351,1961,2006
011358,011358,1950,1984
011366,011366,1975,2007
011375,011375,1959,1984
011376,011376,1969,2020
011379,011379,1950,1992
011391,011391,1950,1985
011392,013290,1982,1987
011396,011396,1967,1993
011397,011397,1960,1976
011399,011399,1977,2020
011401,011401,1968,1980
011418,011418,1973,1979
011424,011424,1973,2008
011425,011425,1963,1970
011427,011427,1950,2004
011429,011429,1981,1995
011433,011433,1964,1967
011436,013714,1970,2020
011438,011438,1966,1976
011440,011440,1963,2017
011442,012805,1985,2000
011445,011445,1973,1984
011446,029830,1992,2020
011449,011449,1973,1983
011453,011453,1962,1992
011455,011455,1960,2020
011456,011456,1950,2020
011458,011458,1960,1970
011459,011459,1971,1982
011462,011462,1961,2016
011463,011463,1973,2002
011465,011465,1956,2020
011466,014620,1984,2020
011468,011468,1974,1980
011477,011477,1960,1977
011479,011479,1974,1979
011480,011480,1980,2003
011483,011483,1950,1998
011493,011493,1970,1992
011498,011498,1975,1985
011501,011501,1961,1973
011503,011503,1968,1996
011506,011506,1957,2020
011509,011509,1979,2013
011511,011511,1982,2020
011516,011516,1965,2003
011517,011517,1969,1971
011519,011519,1976,1988
011522,006531,1959,1969
011522,008479,1970,1984
011522,014817,1985,1989
011523,011523,1973,2001
011524,011524,1978,1988
011528,011528,1979,1985
011530,011530,1981,1991
011531,011531,1974,2005
011537,011537,1966,2020
011540,011540,1964,1972
011549,011549,1971,1980
011550,011550,1951,2020
011559,003607,1950,2016
011565,011565,1960,1987
011566,011566,1960,2020
011573,011573,1967,2005
011576,011576,1964,1977
011578,011578,1968,1987
011580,011580,1973,2020
011584,011584,1950,2020
011585,011585,1970,1977
011587,011588,1977,1985
011587,014516,1986,1990
011588,014516,1986,1990
011591,011591,1984,1992
011599,011599,1969,1976
011600,011600,1967,2020
011612,011612,1960,1992
011613,011613,1963,1979
011614,011614,1962,1996
011615,011615,1970,1999
011618,011618,1969,1999
011619,011619,1960,1975
011620,011620,1983,1989
011623,011623,1977,1983
011624,011624,1969,1981
011630,011630,1976,2000
011636,011636,1950,2020
011637,011637,1972,1979
011638,011638,1971,1985
011641,011641,1960,2000
011642,011642,1967,1976
011644,011644,1979,2019
011645,011645,1978,1988
011646,011646,1980,2003
011647,011647,1973,1984
011648,011648,1960,1979
011649,011649,1961,2020
011654,011654,1963,1975
011657,011657,1974,2020
011659,011659,1974,1980
011660,011660,1960,1975
011661,001365,1950,1992
011661,011993,1993,1998
011661,008536,1999,2006
011661,014590,2007,2020
011665,011665,1982,1991
011667,011667,1984,2008
011669,014314,1981,1993
011670,011670,1959,2020
011671,011671,1963,1976
011673,010453,1969,2020
011678,011678,1950,2000
011681,011681,1979,1990
011684,011684,1974,2013
011685,011685,1965,1988
011687,011687,1974,2020
011688,011688,1980,1986
011689,011689,1970,1976
011691,011691,1961,1998
011693,011693,1983,1999
011694,011694,1982,2013
011696,011696,1982,1983
011699,011699,1980,2000
011700,011700,1982,2001
011706,011706,1984,1996
011707,011707,1981,1988
011708,011708,1984,2016
011713,011713,1984,1998
011715,011715,1984,1988
011720,011720,1984,2005
011721,011721,1983,2020
011723,011723,1984,1985
011745,011745,2011,2020
011748,011748,1984,2014
011749,011749,1984,2020
011750,011750,1984,1995
011751,011751,1984,2012
011762,011762,1982,1986
011766,011766,1984,1999
011769,011769,1980,1990
011771,011771,1984,1999
011774,011774,1984,2003
011775,011775,1984,1995
011778,021503,1990,2020
011780,011780,1960,1990
011781,011781,1961,2020
011791,011791,1984,1997
011795,011795,1980,1987
011797,011797,1984,1999
011799,011799,1984,1988
011804,011804,1984,2002
011806,010608,1960,1990
011806,005518,1991,2020
011822,011822,1980,1988
011842,011842,1987,2020
011854,011854,2011,2020
011864,011864,1983,1985
011867,011867,1984,2003
011877,011877,1984,2020
011903,011903,1984,2016
011904,011904,1984,1998
011907,011907,1984,2010
011909,011909,1982,1986
011910,011910,1984,2010
011914,011914,1984,2016
011915,011915,1984,1998
011917,011917,1960,1986
011923,008068,1960,2020
011928,011928,1983,1992
011929,011929,1985,2020
011931,011931,1984,1988
011934,011934,1984,2006
011935,011935,1984,2007
011937,011937,1984,1990
011946,011946,1984,1994
011948,011948,1984,2000
011970,011970,1984,1989
011971,011971,1985,1996
011975,011975,1983,1993
011985,020597,2012,2016
011993,008536,1950,2006
011993,014590,2007,2020
012010,012010,2011,2020
012049,012049,1981,1989
012051,012051,1985,2004
012052,012052,1984,1989
012053,014489,1987,2020
012061,012061,1964,2002
012072,012072,1982,1991
012075,010991,1982,2020
012086,012086,1982,1998
012089,012089,1985,1986
012090,012090,1985,2005
012091,012091,1985,2011
012097,012097,1983,1992
012104,012104,1985,1996
012108,012108,1984,2008
012109,012109,1980,2007
012120,012120,1984,1994
012124,012124,1985,2020
012129,012129,1985,1997
012131,012131,1984,2002
012133,012133,1985,1988
012136,012136,1984,2009
012139,012139,1985,2006
012141,012141,1984,2020
012142,012142,1984,2020
012144,012144,1985,2014
012151,012151,2010,2020
012156,012156,1984,2001
012158,012158,1985,1989
012159,012159,1981,1987
012160,012160,1984,1995
012163,012163,1984,1998
012164,012164,1984,1991
012166,012166,1984,1986
012168,012168,1985,1996
012179,012179,1985,1994
012180,012180,1984,2009
012181,012181,1985,2020
012182,012182,1982,1988
012183,001468,1950,2013
012189,012189,1985,2011
012198,012198,1960,2020
012200,018290,2012,2020
012204,012204,1984,1995
012206,009899,1984,2020
012212,012212,1985,2010
012215,012215,1985,2019
012216,012216,1984,2016
012218,012218,1983,2000
012225,012225,1982,1991
012226,012226,1984,2003
012229,012229,1980,1989
012230,012230,1985,1989
012232,012232,1984,1996
012233,101204,2000,2020
012234,012234,1985,2018
012236,012236,1985,2014
012246,012246,1985,2004
012250,012250,1984,2019
012255,012255,1984,1993
012256,012256,1985,2015
012257,012257,2009,2015
012262,012262,1985,2020
