gvkeyFR,gvkey,year1,yearN
012263,012263,1984,2004
012274,012274,1985,2007
012276,012276,1982,1988
012277,012277,1984,2009
012283,012283,1983,1990
012284,012284,1984,1993
012286,012286,1984,2006
012287,012287,1981,1991
012288,012288,1984,1987
012289,012289,1984,2000
012302,012302,1984,1997
012304,012304,1984,2020
012312,012312,1981,2020
012317,012317,1985,2000
012323,012323,1982,1995
012329,012329,1985,1998
012330,012330,1985,1987
012337,012337,1985,1999
012343,012343,1985,1998
012349,012349,1984,1996
012350,012350,1984,1995
012356,012356,1985,1999
012358,012358,1983,1992
012360,012360,1984,1993
012366,012366,1985,2003
012368,012368,1984,2019
012376,012376,1981,1988
012377,012377,1985,2020
012379,012379,1985,2020
012383,012383,1985,2020
012384,012384,1982,2020
012385,012385,1985,2004
012389,012389,1985,2020
012390,012390,1984,2009
012391,012391,1983,1990
012394,014530,1985,1991
012396,012396,1985,2000
012401,012401,1984,1994
012408,012408,1985,2009
012409,012409,1984,1997
012414,012427,1983,1985
012421,012421,1984,2020
012423,012423,1985,2003
012428,012428,1958,2020
012433,012433,1984,2020
012434,012434,1984,2007
012436,012436,1985,2003
012440,012440,1984,1994
012441,012441,1985,2020
012445,012445,1985,2020
012446,012446,1980,1987
012458,012458,1984,2020
012460,012460,1983,1999
012461,012461,1984,1991
012462,012462,1983,1987
012463,012463,1983,1987
012467,012467,1985,2000
012470,012470,1985,1995
012472,012472,1985,2009
012474,012474,1967,2000
012478,012478,1974,2014
012479,201088,1997,2003
012482,012482,1985,2020
012485,012485,1985,2020
012491,012491,1982,2001
012498,012498,1983,1989
012502,012502,1983,1992
012513,012513,1985,1999
012518,012518,1984,2003
012520,012520,1984,1989
012522,012522,1984,2020
012525,012525,1982,1986
012526,012526,1981,1987
012540,012540,1984,2020
012544,012544,1984,2020
012548,012548,1985,1999
012550,012550,1985,1996
012554,012554,1978,1986
012559,012559,1985,2015
012560,012560,1984,2001
012561,012561,1985,1995
012569,012569,1985,2000
012570,012570,1985,1999
012573,012573,1985,2020
012575,012575,1985,2020
012578,012578,1985,2020
012580,012580,1985,2000
012581,012581,1984,2014
012582,012582,1984,1991
012583,012583,1985,1997
012587,012587,1985,2004
012589,012589,1985,2020
012591,012591,1985,2002
012592,118577,1997,2012
012592,010530,2014,2020
012593,012593,1985,2015
012595,012595,1984,2002
012596,012596,1985,1995
012597,012597,1985,2020
012616,012616,1976,2020
012618,012618,1982,1987
012620,012620,1985,2007
012621,012621,1985,2014
012623,012623,1981,1989
012626,012626,1982,1987
012630,012630,1985,1996
012635,012635,1985,2020
012650,012650,1983,1993
012651,012651,1985,1994
012652,012652,1984,1989
012654,012654,1985,1994
012655,012655,1985,2003
012658,012658,1985,2014
012659,012659,1985,1995
012675,012675,1985,2003
012677,012677,1985,2009
012678,007092,1983,2020
012679,162907,2003,2016
012680,012680,1982,1999
012684,012684,1985,2018
012691,012691,1985,2012
012697,012697,1985,2006
012708,012708,1984,2012
012709,012709,1976,2001
012710,012710,1985,1995
012711,012711,1984,2020
012712,012712,1985,1998
012714,012714,1982,1990
012715,012715,1982,1991
012717,012717,1984,2020
012718,012718,1985,2005
012719,012719,1985,2020
012722,012722,1983,2020
012732,012732,1983,1993
012739,012739,1985,1990
012741,012741,1984,2001
012756,012756,1985,2020
012757,012757,1985,2011
012758,012758,1984,1987
012761,012761,1981,2020
012762,012762,1984,2003
012764,003047,1980,1989
012764,001724,1990,1991
012765,012765,1984,1989
012766,012766,1981,1987
012772,012772,1984,1991
012773,012773,1985,1995
012775,012775,1985,2002
012785,012785,1985,2020
012787,012787,1981,1989
012789,002615,1982,2020
012790,012790,1985,1999
012791,012791,1985,2013
012793,012793,1983,1991
012796,012796,1980,2020
012803,012803,2010,2016
012804,012804,1985,2017
012810,012810,1981,1987
012815,012815,1985,2015
012822,012822,1970,1993
012825,012825,1984,2020
012826,012826,1985,2006
012827,012827,1985,2004
012828,012828,1985,2011
012829,012829,1984,1994
012832,012832,1982,1991
012834,012834,1985,2010
012835,012835,1983,1987
012837,012837,1984,2009
012839,012839,1981,1987
012842,012842,1985,1996
012849,012849,1984,1991
012850,012850,1985,2020
012851,012851,1982,1990
012853,012853,1985,1993
012861,012861,1981,1986
012867,012867,1981,1988
012868,012868,1985,2015
012872,012872,1984,1992
012874,012874,1985,2020
012875,012875,1984,1989
012876,012876,1983,1991
012879,012879,1985,2016
012882,012882,1984,1993
012892,012892,2010,2020
012894,012894,1983,1987
012895,012895,1985,2015
012897,012897,1982,1988
012898,012898,1985,2005
012899,006856,1959,1994
012909,012909,1985,2020
012915,012915,1984,2020
012926,012926,1985,2020
012942,012942,1985,2020
012943,012943,1982,1991
012944,012944,1985,2005
012945,012945,1985,2020
012947,190355,2010,2020
012950,012950,1985,2016
012964,012964,1985,2020
012965,012965,1984,1992
012966,012966,1984,1992
012967,026246,1991,2014
012967,065218,2015,2017
012968,005518,1967,2000
012968,061718,2001,2008
012987,012987,2012,2020
012992,012992,1985,2011
013012,013012,1982,1991
013013,013013,1985,2011
013014,013014,1985,1995
013015,013015,1985,1994
013018,013018,1985,2002
013028,013028,1985,1998
013032,013032,1985,2015
013047,013047,1984,1990
013048,013048,1985,1996
013049,062745,1995,2020
013065,013065,1985,2003
013069,013069,1985,1994
013074,013074,1988,1996
013081,013081,1985,1997
013084,013084,1981,1988
013085,013085,1983,1988
013092,013092,1985,2020
013099,013099,1986,2001
013109,008067,1971,2003
013110,013110,1984,2006
013119,013119,1985,1999
013121,010665,1982,1999
013125,013125,1986,2020
013135,013135,1985,2004
013145,013145,1985,2020
013148,013148,1972,1994
013160,013160,1985,1997
013161,013161,1985,1998
013162,013162,1983,1988
013163,013163,1985,2011
013164,013164,1985,1992
013165,013165,1984,1988
013168,013168,1985,1991
013172,013172,1985,2014
013175,013175,1986,1988
013176,013176,1985,2020
013184,013184,1986,2020
013197,013197,1984,1999
013198,013198,1985,2003
013199,013199,1986,2006
013200,013200,1985,2020
013204,010530,1966,2020
013205,013205,1985,1991
013209,013209,1986,1996
013216,013216,1963,1992
013219,013219,1986,2003
013220,013220,1986,1993
013227,026305,2014,2020
013235,013235,1986,2020
013238,013238,1984,1989
013239,013239,1983,2020
013244,013244,1984,1999
013253,013253,1985,1993
013262,013262,1984,1991
013263,013263,1986,1996
013264,013264,1986,1997
013270,013270,1986,1996
013271,013271,1982,1987
013274,013274,1986,1993
013281,013281,1982,1999
013282,034562,2015,2020
013284,013284,1986,2002
013286,013286,1986,2002
013288,013288,1986,2015
013294,015634,1998,2020
013297,013297,1983,1992
013308,008530,1950,2020
013312,013312,1982,2020
013313,013313,1983,1998
013314,013314,1986,1996
013315,013315,1986,1998
013316,013316,1985,2011
013318,013318,1986,2000
013324,013324,1986,1996
013325,025389,1991,2020
013326,013326,1986,2007
013329,013329,1986,2006
013331,013331,1981,1991
013332,013332,1985,2007
013333,006096,1950,1999
013333,010787,2000,2006
013333,177264,2007,2009
013333,018086,2010,2020
013334,013334,1986,2007
013342,013342,1977,2020
013351,013351,1983,2002
013354,013354,1985,2020
013365,013365,1985,2007
013369,013369,1986,2006
013370,013370,1985,2007
013371,013371,1985,1995
013372,013372,1986,1996
013375,013664,2010,2019
013376,024185,1990,2008
013378,140979,2001,2015
013378,028071,2016,2020
013379,013379,1985,2002
013381,013381,1986,2020
013393,013393,1985,1997
013406,013406,1986,2017
013407,013407,1986,2007
013408,013408,1985,1998
013409,013409,1986,2010
013410,013410,1984,2000
013411,013411,1985,2001
013414,013414,1984,1994
013415,013415,1984,1993
013420,013420,1986,1993
013421,013421,1986,2020
013423,013423,1985,1998
013427,013427,1985,2020
013429,013429,1986,1995
013436,013436,1985,1999
013440,002884,1971,2020
013441,013441,1985,1990
013442,013442,1985,2001
013443,013443,1985,2010
013444,013444,1984,1988
013446,013446,1984,1989
013466,013466,1981,1991
013467,101204,2000,2020
013468,013468,1985,1997
013469,013469,1984,1993
013470,013470,1986,2005
013472,013472,1985,2013
013473,018114,2012,2020
013475,013475,1982,1986
013479,013479,1986,2007
013482,013482,1985,1999
013483,013483,1986,2001
013484,013484,1986,2020
013485,013485,1986,1996
013498,013498,1985,2020
013499,013499,1950,1996
013506,013506,1986,2020
013515,013515,1986,1999
013522,013522,1983,1988
013523,013523,1983,1991
013525,013525,1986,2005
013537,013537,1987,2005
013544,013544,1985,1989
013553,013553,1986,1999
013556,013556,1985,2001
013568,013568,1986,1994
013570,013570,1985,2020
013571,004781,1977,1990
013571,016804,1991,1994
013571,012136,1996,2009
013572,013572,1986,2005
013581,013581,1985,1992
013582,013582,1986,2020
013588,013588,1984,1991
013599,002403,1950,2020
013608,013608,1985,2000
013616,013616,1985,2000
013619,013619,1986,2020
013621,013621,1985,1997
013623,013623,1986,2020
013632,066300,1996,2010
013633,013633,1986,2008
013634,013634,1986,2014
013644,013644,1984,1993
013646,013646,1986,2020
013654,013654,1983,1989
013664,013664,2010,2019
013680,013680,1986,2006
013683,013683,1986,2020
013693,013693,1986,2003
013694,013694,1982,1990
013699,013699,1986,2000
013700,013700,1986,2020
013704,013704,1986,2012
013708,010405,1960,2020
013712,013712,1985,2019
013713,013713,1985,1991
013714,013714,1970,2020
013722,013722,1985,1988
013732,013732,1985,1994
013733,013733,1986,2020
013737,013737,1982,1988
013738,013738,1986,1991
013741,013741,1986,1999
013744,013744,1985,2006
013745,013745,1985,1987
013754,013754,1982,1989
013755,013755,1982,1987
013764,013764,1984,1993
013765,013765,1986,2020
013766,063828,1995,2004
013775,013775,1986,1996
013780,013780,1985,2001
013782,013782,1986,2019
013786,013786,1985,2020
013789,013789,1986,2016
013794,013794,1985,2020
013797,013797,1986,1990
013811,013811,1986,1992
013822,013822,1986,1998
013824,013824,1985,2020
013831,013831,1986,2011
013833,023123,1986,1995
013835,013835,2010,2020
013836,187039,2009,2020
013840,013840,1986,2001
013865,013865,1986,1998
013896,013896,1986,1996
013902,013902,1986,2000
013903,013903,1981,1987
013906,013906,1985,2020
013908,013908,1985,1991
013914,013914,1986,1998
013919,013919,1986,1987
013921,003022,1950,1997
013921,017828,1998,2006
013921,177827,2007,2013
013921,015172,2014,2020
013923,013923,1986,1999
013925,013925,1982,1994
013932,013932,1987,2007
013934,013934,1987,1996
013936,013936,1986,2010
013938,013938,1986,1991
013939,013939,1983,1993
013940,013940,1986,2015
013941,013941,1986,2000
013959,013959,1982,1998
013960,061356,1995,2020
013963,013963,1986,2020
013970,013970,1981,2020
013976,013976,1986,2002
013985,013985,1982,2004
013986,013986,1987,1991
013988,013988,1987,2020
014005,014005,1987,2000
014007,014007,1986,2014
014014,014014,1987,1994
014019,014019,1986,2003
014022,014022,1985,2007
014026,014026,1986,1989
014027,014027,1986,2020
014036,014036,1986,2001
014038,014038,1982,2011
014053,014053,1986,2002
014055,014055,1986,1988
014057,014057,1986,1998
014064,014064,1986,2011
014067,014067,1985,2009
014070,014070,1986,2007
014071,014071,1986,1995
014078,014078,1981,2020
014084,014084,1986,2020
014102,014102,1981,2013
014108,014108,1986,2020
014111,014111,1987,2001
014112,014112,1986,2020
014113,014113,1986,2020
014142,014142,1985,2005
014145,014145,1987,2009
014148,014148,1985,2002
014153,014153,1985,1990
014164,014164,1984,1994
014169,014169,1986,2016
014170,014170,1986,2016
014180,014180,1983,1989
014181,014181,1984,1987
014182,014182,1987,2013
014183,014183,1986,1991
014186,014186,1987,2011
014242,014242,1986,2005
014248,014248,1986,1996
014250,014250,1986,2004
014252,014252,1986,2014
014256,014256,1986,2020
014257,014257,1986,2009
014258,014258,1985,1995
014261,014261,1986,1999
014263,014263,1987,1999
014264,062599,1995,2005
014264,101352,2006,2014
014268,014268,1986,2008
014269,014269,1986,2020
014270,014270,1985,2002
014277,014277,1986,1997
014282,014282,1987,2020
014285,014285,1986,2007
014288,014288,1983,1992
014294,014294,1984,1990
014296,014296,1986,2009
014304,014304,1985,2019
014306,014306,1983,1991
014309,014309,1986,2020
014311,014311,1987,2020
014312,014312,1981,2020
014313,014313,1987,2020
014320,014320,2010,2020
014324,014324,1986,2014
014331,014331,1976,1989
014334,014334,1985,1994
014337,014337,1986,2000
014338,014338,1987,1988
014339,014339,1987,1995
014342,014342,1983,1990
014344,014344,1987,2000
014363,014363,1987,2003
014369,014369,1987,2020
014370,014370,1981,2020
014375,014375,1987,1997
014376,014376,1987,1992
014377,014377,1985,1994
014378,014378,1987,2004
014385,014385,1986,2007
014390,014390,1987,2020
014417,014417,1986,2012
014418,014418,1987,2020
014420,014420,1986,2000
014426,014426,1982,1988
014437,014437,1951,2020
014442,014442,1985,1990
014446,014446,1987,2004
014450,014450,1987,2009
014451,014451,1987,2020
014457,014457,1986,2004
014459,014459,1981,2007
014460,014460,1987,2001
014461,007099,1950,1995
014461,025180,1996,2020
014462,014462,1986,2001
014470,014470,1987,2006
014476,014476,1986,2010
014477,014477,1987,2020
014487,014487,1985,2007
014488,014488,1985,2011
014489,014489,1987,2020
014490,014490,1986,2009
014497,014497,1987,1995
014503,014503,1987,2011
014504,014504,1985,2010
014512,014512,1986,2002
014516,014516,1986,1990
014531,014531,1987,2005
014534,014534,1987,1996
014535,014535,1987,2020
014537,014537,1987,2002
014538,014538,1985,2020
014544,014544,1988,1997
014549,014549,1982,2006
014550,014550,1987,1997
014554,014554,1986,2000
014555,014555,1987,2014
014556,014556,1986,2001
014561,014561,1986,2020
014563,014563,1985,2020
014565,014565,1987,2005
014569,014569,1987,1999
014570,005254,1967,2020
014575,014575,1987,1990
014578,014578,1986,2000
014581,014581,1986,2016
014590,014590,1988,2020
014593,014593,1987,2001
014594,164433,1999,2006
014594,014049,2007,2009
014603,014603,1982,2020
014611,014611,1987,2017
014618,014618,1987,1994
014619,014619,1987,1997
014620,014620,1984,2020
014622,014622,1986,2010
014623,014623,1987,2011
014624,014624,1988,2020
014628,014628,1987,2001
014630,014630,1985,1993
014631,014631,1985,1988
014636,014636,1985,1989
014638,014638,1986,2009
014640,014640,1986,2002
014645,014645,1981,1997
014650,014650,1987,2013
014652,014652,1986,2001
014655,014655,1987,1998
014674,014674,1982,2007
014679,014679,1989,2003
014793,014793,1986,2020
014805,014805,1986,1991
014806,014806,1985,1995
014808,014808,1986,2008
014810,014810,1987,2005
014817,008479,1950,1984
014817,014817,1985,1989
014836,014836,1987,2001
014849,014849,1987,1996
014852,014852,1986,2007
014861,005439,1950,2020
014863,014863,1988,2006
014867,014867,1987,1991
014873,014873,1982,1990
014874,014874,1987,2016
014876,014876,1984,1993
014878,014878,1987,1998
014880,014880,1986,1989
014881,140760,1998,2015
014881,100080,2016,2020
014883,014883,1987,2004
014884,014884,1987,1996
014890,003746,1950,1987
014890,008543,1988,1995
014890,005169,1996,2004
014890,008762,2005,2020
014891,014891,1986,2020
014897,014897,1987,2004
014898,014898,1987,2020
014899,014899,1987,1992
014907,014907,1987,1991
014913,014913,1988,2020
014918,014918,1987,2008
014919,014919,1986,1992
014925,014925,1984,1993
014926,014926,1984,2000
014932,015273,1986,1993
014932,179700,2006,2017
014932,028877,2018,2020
014933,014933,1987,1997
014934,014934,1988,2020
014937,014937,1987,1988
014938,014938,1987,2011
014954,014954,1987,2020
014957,014957,1987,2019
014983,014983,1985,2020
014985,014985,1987,2020
014994,014994,1983,1993
014999,164190,2005,2020
015010,015010,1982,1991
015018,015018,1982,1997
015020,015020,1982,2020
015029,015029,1983,1994
015037,015037,1983,2018
015043,015043,1982,1997
015044,015044,2010,2020
015045,015045,1981,2000
015051,015051,1985,1997
015055,015055,1982,2020
015056,015056,2011,2016
015064,015064,1986,1991
015065,028169,1993,2015
015065,016582,2016,2020
015070,015070,1982,2020
015077,025627,1991,2013
015077,006310,2014,2020
015078,015078,1986,1988
015083,015083,1983,2020
015084,008549,1950,2020
015086,015086,1983,2007
015092,015092,1987,2019
015095,015095,1987,1994
015106,009775,1950,1988
015106,015106,1989,2010
015106,003735,2011,2020
015108,015108,1987,1994
015110,015110,1988,2006
015113,015113,1987,1999
015133,013204,1975,2005
015133,010530,2006,2020
015136,015136,1986,2020
015150,015150,1990,2008
015156,015156,1985,1992
015158,015158,1983,1990
015159,015159,1985,2009
015160,015160,1987,2003
015161,015161,1984,1991
015166,015166,1982,1999
015172,015172,1985,2020
015175,015175,1986,1991
015178,015178,1986,2020
015181,015181,1988,2020
015186,015186,1985,1992
015189,015189,1984,1990
015195,015195,1985,1995
015197,015363,1986,2020
015203,015203,1987,2003
015208,015208,1986,2020
015215,034528,2017,2020
015220,015220,1987,2011
015221,015221,1984,1994
015244,015244,1984,1997
015246,015246,1988,1997
015247,015247,1979,2020
015251,015251,1987,1993
015252,015252,1987,2020
015254,015254,1988,1995
015266,015266,1979,1988
015273,179700,2006,2017
015273,028877,2018,2020
015274,015274,1988,2014
015277,015277,1988,1994
015283,015283,1987,2012
015288,015288,1984,1990
015290,015290,1987,2006
015293,015293,1987,2011
015303,015303,1985,1990
015304,015304,1986,1990
015311,015311,1969,1990
015313,015313,1985,1994
015314,015314,2007,2015
