gvkey_primary,gvkey_secondary,year,source,type
031590,009165,1986,Clean Name Duplicates,Merger or Acquisition
061795,009168,1993,Clean Name Duplicates,Relisting
019349,009191,2005,Subsidiary Data,Merger or Acquisition
009191,009191,2008,Subsidiary Data,Subsidiary Spin-Off
064477,009192,1991,Clean Name Duplicates,Relisting
004060,009217,2009,General Research,Merger or Acquisition
005592,009223,1986,SDC Platinum,Merger or Acquisition
011465,009235,1989,General Research,Merger or Acquisition
024925,009235,1992,Clean Name Duplicates,Subsidiary Spin-Off
013467,009236,1990,General Research,Merger or Acquisition
004321,009239,1976,General Research,Merger or Acquisition
002960,009253,1984,Clean Name Duplicates,Subsidiary Listing
012384,009267,2004,General Research,Merger or Acquisition
009288,009287,1983,CRSP/Compustat,Relisting
005047,009308,2000,Subsidiary Data,Merger or Acquisition
178153,009311,2007,CRSP/Compustat,Merger or Acquisition
015761,009316,1986,Clean Name Duplicates,Relisting
029955,009340,2010,Clean Name Duplicates,Merger or Acquisition
001078,009372,2016,General Research,Merger or Acquisition
062689,009380,2004,CRSP/Compustat,Merger or Acquisition
009389,009389,1986,General Research,Subsidiary Spin-Off
013932,009389,1987,General Research,Relisting
002102,009389,1973,General Research,Merger or Acquisition
065090,009392,1951,General Research,Subsidiary Listing
179342,009402,2007,CRSP/Compustat,Merger or Acquisition
064876,009405,1991,Clean Name Duplicates,Relisting
010793,009411,2014,SDC Platinum,Merger or Acquisition
013701,009461,1986,Clean Name Duplicates,Relisting
009470,009469,1983,Clean Name Duplicates,Relisting
011636,009487,1969,General Research,Merger or Acquisition
015018,009497,1982,Clean Name Duplicates,Relisting
002574,009537,1977,Clean Name Duplicates,Subsidiary Listing
029356,009545,2000,SDC Platinum,Merger or Acquisition
007536,009560,1985,General Research,Merger or Acquisition
006307,009563,2005,Subsidiary Data,Merger or Acquisition
009602,009580,1993,Subsidiary Data,Merger or Acquisition
010787,009602,2001,Subsidiary Data,Merger or Acquisition
008543,009626,1978,General Research,Merger or Acquisition
014448,009626,1986,Clean Name Duplicates,Merger or Acquisition
009267,009653,1985,SDC Platinum,Merger or Acquisition
007824,009692,1998,Clean Name Duplicates,Merger or Acquisition
001300,009705,1985,General Research,Merger or Acquisition
008546,009707,1975,General Research,Merger or Acquisition
007346,009715,2013,SDC Platinum,Merger or Acquisition
010275,009716,1989,General Research,Merger or Acquisition
001848,009744,1969,General Research,Merger or Acquisition
033652,009761,2018,CRSP/Compustat,Relisting
005180,009775,2000,General Research,Merger or Acquisition
002146,009830,1984,6-character CUSIP,Subsidiary Listing
001581,009830,1977,6-character CUSIP,Subsidiary Listing
001581,009844,1975,6-character CUSIP,Subsidiary Listing
002146,009844,1984,6-character CUSIP,Subsidiary Listing
009408,009862,1983,General Research,Subsidiary Listing
009900,009900,1984,6-character CUSIP,Subsidiary Spin-Off
001581,009900,1975,6-character CUSIP,Subsidiary Listing
009899,009900,1987,6-character CUSIP,Relisting
066591,009906,1997,SDC Platinum,Merger or Acquisition
066034,009929,1992,Clean Name Duplicates,Relisting
002403,009967,1989,General Research,Merger or Acquisition
148328,009981,2000,Clean Name Duplicates,Relisting
003502,010004,1999,SDC Platinum,Merger or Acquisition
023978,010053,2007,General Research,Merger or Acquisition
032670,010053,2017,Clean Name Duplicates,Relisting
010053,010053,2016,General Research,Subsidiary Spin-Off
007127,010108,1996,SDC Platinum,Merger or Acquisition
001278,010160,1981,General Research,Merger or Acquisition
019260,010166,1987,CRSP/Compustat,Relisting
015133,010227,1992,Clean Name Duplicates,Relisting
002169,010260,1985,General Research,Merger or Acquisition
025792,010277,2016,General Research,Merger or Acquisition
007985,010301,2002,Subsidiary Data,Merger or Acquisition
009752,010302,1977,Clean Name Duplicates,Relisting
001303,010303,1980,CRSP/Compustat,Merger or Acquisition
065417,010314,1997,General Research,Merger or Acquisition
008479,010314,1977,General Research,Merger or Acquisition
010277,010327,1963,General Research,Subsidiary Listing
003282,010329,1997,Subsidiary Data,Merger or Acquisition
014620,010339,1979,General Research,Merger or Acquisition
014169,010357,1988,CRSP/Compustat,Relisting
165640,010382,2011,Subsidiary Data,Merger or Acquisition
015343,010386,2015,Subsidiary Data,Merger or Acquisition
024395,010388,1998,SDC Platinum,Merger or Acquisition
001581,010393,1999,General Research,Merger or Acquisition
014252,010403,1987,CRSP/Compustat,Relisting
010443,010442,1974,General Research,Subsidiary Listing
005693,010473,1982,General Research,Merger or Acquisition
021237,010473,1988,Clean Name Duplicates,Subsidiary Spin-Off
002991,010482,2000,General Research,Merger or Acquisition
010795,010484,2010,6-character CUSIP,Merger or Acquisition
010491,010490,1973,General Research,Relisting
010672,010495,1989,SDC Platinum,Merger or Acquisition
025243,010523,1987,Clean Name Duplicates,Relisting
007574,010538,1982,Clean Name Duplicates,Merger or Acquisition
015704,010546,1982,General Research,Relisting
013646,010569,1986,Clean Name Duplicates,Relisting
025056,010576,2001,General Research,Merger or Acquisition
013306,010586,1986,CRSP/Compustat,Relisting
011822,010590,1985,CRSP/Compustat,Relisting
005518,010608,1991,General Research,Merger or Acquisition
141913,010631,2019,General Research,Merger or Acquisition
014641,010633,1983,General Research,Relisting
001567,010649,1984,Clean Name Duplicates,Merger or Acquisition
004839,010660,1992,SDC Platinum,Merger or Acquisition
010870,010663,1983,Clean Name Duplicates,Relisting
003243,010705,1993,Clean Name Duplicates,Merger or Acquisition
001762,010723,1998,Subsidiary Data,Merger or Acquisition
002102,010747,1978,General Research,Merger or Acquisition
006268,010787,2016,CRSP/Compustat,Merger or Acquisition
014328,010796,1982,Clean Name Duplicates,Relisting
010150,010809,1988,SDC Platinum,Merger or Acquisition
003015,010842,1984,General Research,Merger or Acquisition
010846,010845,1962,General Research,Subsidiary Listing
004093,010863,2006,General Research,Merger or Acquisition
184954,010870,2006,Clean Name Duplicates,Relisting
007363,010896,1985,SDC Platinum,Merger or Acquisition
010896,010900,1974,General Research,Subsidiary Listing
125094,010925,1998,Clean Name Duplicates,Relisting
017269,010931,1983,General Research,Relisting
006062,010932,1990,Clean Name Duplicates,Merger or Acquisition
010512,010943,1980,General Research,Merger or Acquisition
008015,010943,1990,Clean Name Duplicates,Merger or Acquisition
023978,010952,1956,General Research,Merger or Acquisition
014294,010964,1984,General Research,Relisting
023978,010970,1950,Clean Name Duplicates,Subsidiary Listing
010499,011001,1999,Subsidiary Data,Merger or Acquisition
021515,011003,2012,Clean Name Duplicates,Relisting
002146,011007,1987,SDC Platinum,Merger or Acquisition
012581,011018,1986,SDC Platinum,Merger or Acquisition
007536,011040,1999,General Research,Merger or Acquisition
015247,011079,1979,General Research,Subsidiary Listing
001706,011145,1997,Subsidiary Data,Merger or Acquisition
108740,011159,2000,CRSP/Compustat,Relisting
011971,011173,1989,SDC Platinum,Merger or Acquisition
023584,011204,1990,CRSP/Compustat,Merger or Acquisition
004739,011247,2001,General Research,Merger or Acquisition
011333,011252,1983,CRSP/Compustat,Relisting
008530,011288,1999,General Research,Merger or Acquisition
008818,011295,1997,General Research,Merger or Acquisition
014477,011306,1998,Clean Name Duplicates,Merger or Acquisition
115377,011317,1992,Clean Name Duplicates,Relisting
004367,011323,1998,Clean Name Duplicates,Merger or Acquisition
005568,011337,1978,General Research,Merger or Acquisition
145308,011337,2001,Clean Name Duplicates,Subsidiary Spin-Off
013290,011392,1982,6-character CUSIP,Relisting
003735,011413,1986,SDC Platinum,Merger or Acquisition
011436,011434,1957,6-character CUSIP,Subsidiary Listing
013714,011436,1999,General Research,Merger or Acquisition
012805,011442,1985,Clean Name Duplicates,Relisting
029830,011446,2015,CRSP/Compustat,Merger or Acquisition
014620,011466,1986,General Research,Merger or Acquisition
008479,011522,1970,General Research,Merger or Acquisition
006531,011522,1967,General Research,Subsidiary Listing
014817,011522,1983,Clean Name Duplicates,Relisting
001581,011548,1975,6-character CUSIP,Subsidiary Listing
001485,011548,1984,6-character CUSIP,Subsidiary Listing
003607,011559,1999,Subsidiary Data,Merger or Acquisition
011588,011587,1977,Clean Name Duplicates,Relisting
014516,011588,1986,Clean Name Duplicates,Relisting
014647,011639,1986,CRSP/Compustat,Relisting
001365,011661,1991,SDC Platinum,Merger or Acquisition
014314,011669,1987,SDC Platinum,Merger or Acquisition
010453,011673,1987,SDC Platinum,Merger or Acquisition
021503,011778,2010,Clean Name Duplicates,Merger or Acquisition
009514,011784,1962,General Research,Relisting
005878,011802,2006,Subsidiary Data,Merger or Acquisition
004321,011802,1991,Subsidiary Data,Merger or Acquisition
010608,011806,1987,General Research,Merger or Acquisition
029028,011814,1993,CRSP/Compustat,Merger or Acquisition
024316,011831,1995,CRSP/Compustat,Merger or Acquisition
014442,011837,1986,CRSP/Compustat,Merger or Acquisition
008068,011923,2019,General Research,Merger or Acquisition
015495,011947,1989,CRSP/Compustat,Relisting
004895,011965,1981,General Research,Subsidiary Listing
020597,011985,2012,Clean Name Duplicates,Relisting
008536,011993,1999,General Research,Merger or Acquisition
020399,012026,2014,CRSP/Compustat,Merger or Acquisition
014489,012053,2015,General Research,Merger or Acquisition
010991,012075,2014,General Research,Merger or Acquisition
014064,012127,1986,CRSP/Compustat,Relisting
177827,012161,2011,Subsidiary Data,Merger or Acquisition
001468,012183,2007,Subsidiary Data,Merger or Acquisition
018290,012200,2013,CRSP/Compustat,Relisting
009899,012206,2014,General Research,Merger or Acquisition
101204,012233,2011,General Research,Merger or Acquisition
203890,012260,2008,General Research,Merger or Acquisition
004839,012260,1989,General Research,Merger or Acquisition
001478,012275,1996,Subsidiary Data,Merger or Acquisition
012994,012294,2011,SDC Platinum,Merger or Acquisition
001318,012315,1985,General Research,Subsidiary Listing
007923,012341,1981,General Research,Subsidiary Listing
179598,012381,2008,CRSP/Compustat,Relisting
014530,012394,1990,SDC Platinum,Merger or Acquisition
012427,012414,1983,General Research,Relisting
158733,012452,1999,Clean Name Duplicates,Relisting
201088,012479,2000,SDC Platinum,Merger or Acquisition
008030,012516,2002,SDC Platinum,Merger or Acquisition
118577,012592,2000,Clean Name Duplicates,Merger or Acquisition
003310,012608,1996,Subsidiary Data,Merger or Acquisition
003814,012612,1951,General Research,Subsidiary Listing
007092,012678,1988,General Research,Merger or Acquisition
162907,012679,2009,Subsidiary Data,Merger or Acquisition
011306,012694,1985,Subsidiary Data,Subsidiary Listing
003047,012764,1989,General Research,Merger or Acquisition
005480,012788,1985,General Research,Relisting
002615,012789,2016,Subsidiary Data,Merger or Acquisition
003980,012886,2019,General Research,Merger or Acquisition
006856,012899,1989,SDC Platinum,Merger or Acquisition
027014,012938,2011,6-character CUSIP,Relisting
190355,012947,2011,CRSP/Compustat,Merger or Acquisition
022144,012948,1991,ABS,Merger or Acquisition
026246,012967,1991,ABS,Relisting
061718,012968,2001,General Research,Merger or Acquisition
005518,012968,1998,General Research,Merger or Acquisition
005568,012978,2015,SDC Platinum,Merger or Acquisition
006494,013003,2017,General Research,Merger or Acquisition
062745,013049,2000,Subsidiary Data,Merger or Acquisition
008067,013109,1997,Subsidiary Data,Merger or Acquisition
010665,013121,1982,Clean Name Duplicates,Relisting
277846,013128,2019,SDC Platinum,Merger or Acquisition
004895,013131,1986,General Research,Subsidiary Listing
005180,013134,1995,General Research,Merger or Acquisition
135484,013153,2014,6-character CUSIP,Merger or Acquisition
009899,013153,1998,6-character CUSIP,Merger or Acquisition
001581,013153,1960,6-character CUSIP,Subsidiary Listing
010530,013204,2006,General Research,Merger or Acquisition
026305,013227,2014,Clean Name Duplicates,Relisting
127179,013228,2001,SDC Platinum,Merger or Acquisition
021106,013237,1989,CRSP/Compustat,Merger or Acquisition
034562,013282,2015,Clean Name Duplicates,Relisting
015634,013294,1999,General Research,Merger or Acquisition
008543,013302,1986,SDC Platinum,Subsidiary Listing
010266,013306,1996,General Research,Merger or Acquisition
011288,013308,1999,Subsidiary Data,Merger or Acquisition
025389,013325,2003,Clean Name Duplicates,Merger or Acquisition
006096,013333,1997,SDC Platinum,Merger or Acquisition
011550,013353,1951,General Research,Subsidiary Listing
013664,013375,2010,6-character CUSIP,Relisting
024185,013376,1990,Clean Name Duplicates,Relisting
140979,013378,2004,Subsidiary Data,Merger or Acquisition
002884,013440,2016,General Research,Merger or Acquisition
016456,013445,1989,CRSP/Compustat,Relisting
101204,013467,2004,General Research,Merger or Acquisition
018114,013473,2012,Clean Name Duplicates,Relisting
012822,013524,1986,SDC Platinum,Merger or Acquisition
001318,013527,1988,SDC Platinum,Merger or Acquisition
004781,013571,1988,SDC Platinum,Merger or Acquisition
025422,013587,1996,General Research,Merger or Acquisition
013587,013587,1995,Clean Name Duplicates,Subsidiary Spin-Off
003930,013587,1986,Clean Name Duplicates,Subsidiary Listing
002403,013599,2019,General Research,Merger or Acquisition
014638,013606,1988,6-character CUSIP,Merger or Acquisition
066300,013632,1996,Clean Name Duplicates,Relisting
020792,013702,1988,General Research,Relisting
002812,013706,1985,General Research,Merger or Acquisition
010405,013708,1996,General Research,Merger or Acquisition
063828,013766,1995,Clean Name Duplicates,Relisting
023123,013833,1989,ABS,Merger or Acquisition
187039,013836,2015,Subsidiary Data,Merger or Acquisition
014477,013894,1998,Subsidiary Data,Merger or Acquisition
003022,013921,1989,SDC Platinum,Merger or Acquisition
003439,013948,1951,CRSP/Compustat,Subsidiary Listing
061356,013960,1995,General Research,Relisting
024184,014001,1999,Clean Name Duplicates,Merger or Acquisition
005905,014066,1991,SDC Platinum,Merger or Acquisition
012384,014087,2015,General Research,Merger or Acquisition
144519,014097,1998,General Research,Relisting
002137,014100,2000,SDC Platinum,Merger or Acquisition
007106,014218,1986,Clean Name Duplicates,Subsidiary Listing
062599,014264,1997,SDC Platinum,Merger or Acquisition
061489,014274,1984,6-character CUSIP,Subsidiary Listing
162198,014328,2001,Clean Name Duplicates,Relisting
005425,014361,1985,General Research,Subsidiary Listing
006135,014392,1981,General Research,Subsidiary Listing
002410,014456,1987,General Research,Subsidiary Listing
007099,014461,1987,SDC Platinum,Merger or Acquisition
005254,014570,1986,SDC Platinum,Merger or Acquisition
164433,014594,1999,Clean Name Duplicates,Relisting
004735,014641,1987,SDC Platinum,Merger or Acquisition
023251,014648,1987,General Research,Relisting
014817,014817,1985,Clean Name Duplicates,Subsidiary Spin-Off
008479,014817,1983,Clean Name Duplicates,Subsidiary Listing
012791,014843,1995,General Research,Merger or Acquisition
005439,014861,1996,SDC Platinum,Merger or Acquisition
140760,014881,1998,Subsidiary Data,Merger or Acquisition
003746,014890,1987,General Research,Subsidiary Listing
005169,014890,1996,SDC Platinum,Merger or Acquisition
009846,014912,1951,General Research,Subsidiary Listing
015273,014932,1992,General Research,Merger or Acquisition
006821,014952,1987,General Research,Subsidiary Listing
014952,014952,1988,Clean Name Duplicates,Subsidiary Spin-Off
164190,014999,2005,Clean Name Duplicates,Relisting
028169,015065,1995,SDC Platinum,Merger or Acquisition
025627,015077,2012,SDC Platinum,Merger or Acquisition
014390,015079,1994,SDC Platinum,Merger or Acquisition
008549,015084,2005,General Research,Merger or Acquisition
009775,015106,1982,General Research,Merger or Acquisition
015106,015106,1989,General Research,Subsidiary Spin-Off
003735,015106,2011,General Research,Merger or Acquisition
013204,015133,2004,General Research,Merger or Acquisition
014934,015168,2001,SDC Platinum,Merger or Acquisition
015363,015197,2019,CRSP/Compustat,Merger or Acquisition
034528,015215,2018,CRSP/Compustat,Merger or Acquisition
012389,015263,1987,SDC Platinum,Merger or Acquisition
179700,015273,2006,General Research,Relisting
064389,015286,1995,General Research,Relisting
010795,015289,1988,General Research,Subsidiary Listing
007319,015305,1973,General Research,Subsidiary Listing
066440,015351,1997,Subsidiary Data,Merger or Acquisition
011436,015401,1957,6-character CUSIP,Subsidiary Listing
014897,015441,1990,Clean Name Duplicates,Merger or Acquisition
004093,015448,2006,General Research,Merger or Acquisition
015582,015622,1994,SDC Platinum,Merger or Acquisition
002137,015622,1989,SDC Platinum,Merger or Acquisition
144496,015672,2000,General Research,Relisting
027845,015708,2015,General Research,Relisting
008093,015760,1985,Subsidiary Data,Subsidiary Listing
015761,015761,2000,General Research,Subsidiary Spin-Off
012826,015761,1986,Clean Name Duplicates,Merger or Acquisition
001164,015802,1999,Subsidiary Data,Merger or Acquisition
013888,016243,2011,CRSP/Compustat,Relisting
165179,016620,2005,CRSP/Compustat,Merger or Acquisition
004679,016765,1995,SDC Platinum,Merger or Acquisition
004640,016801,1993,SDC Platinum,Merger or Acquisition
061350,016804,2000,General Research,Merger or Acquisition
005786,017034,1993,SDC Platinum,Merger or Acquisition
016786,017064,1986,General Research,Subsidiary Listing
032715,017071,2017,CRSP/Compustat,Merger or Acquisition
007647,017193,1992,Subsidiary Data,Merger or Acquisition
005073,017197,2010,6-character CUSIP,Merger or Acquisition
146112,017216,2002,CRSP/Compustat,Merger or Acquisition
010071,017235,1994,SDC Platinum,Merger or Acquisition
004723,017269,2001,Clean Name Duplicates,Merger or Acquisition
101410,017346,1996,General Research,Merger or Acquisition
019565,017535,1992,General Research,Subsidiary Listing
177827,017828,2007,Subsidiary Data,Relisting
021007,018072,2015,CRSP/Compustat,Merger or Acquisition
006066,018087,1996,SDC Platinum,Merger or Acquisition
036525,018161,2020,CRSP/Compustat,Merger or Acquisition
018636,018597,1995,CRSP/Compustat,Relisting
027046,018929,2016,CRSP/Compustat,Merger or Acquisition
024506,019134,2015,CRSP/Compustat,Merger or Acquisition
024625,019364,1999,General Research,Merger or Acquisition
174637,019439,2004,Clean Name Duplicates,Relisting
019151,019540,2001,General Research,Relisting
019574,019574,2015,Clean Name Duplicates,Subsidiary Spin-Off
004988,019574,2012,Clean Name Duplicates,Subsidiary Listing
036506,019722,2020,CRSP/Compustat,Merger or Acquisition
026336,019757,2017,CRSP/Compustat,Merger or Acquisition
035008,019772,2019,CRSP/Compustat,Merger or Acquisition
003662,019911,2012,SDC Platinum,Merger or Acquisition
030311,020037,2016,CRSP/Compustat,Merger or Acquisition
012540,020090,2015,Subsidiary Data,Merger or Acquisition
032233,020183,2017,CRSP/Compustat,Relisting
141460,020245,2018,Subsidiary Data,Merger or Acquisition
021808,020423,2020,Clean Name Duplicates,Merger or Acquisition
133768,020477,2014,Clean Name Duplicates,Subsidiary Listing
162906,020515,2016,CRSP/Compustat,Merger or Acquisition
001919,020583,2000,SDC Platinum,Merger or Acquisition
007099,020769,1989,General Research,Merger or Acquisition
176711,020783,2009,6-character CUSIP,Relisting
003226,020942,2012,General Research,Subsidiary Listing
061439,020969,1999,SDC Platinum,Merger or Acquisition
027845,021007,2016,Subsidiary Data,Merger or Acquisition
005606,021078,1997,General Research,Merger or Acquisition
162733,021078,2001,Clean Name Duplicates,Relisting
027845,021422,2016,Subsidiary Data,Merger or Acquisition
148271,021465,2000,General Research,Relisting
021491,021491,2002,General Research,Subsidiary Spin-Off
004611,021491,1999,General Research,Merger or Acquisition
023220,021496,2014,Subsidiary Data,Merger or Acquisition
036044,021802,2020,CRSP/Compustat,Merger or Acquisition
032961,021998,2018,CRSP/Compustat,Merger or Acquisition
032908,022129,2018,CRSP/Compustat,Merger or Acquisition
035712,022229,2019,CRSP/Compustat,Merger or Acquisition
023198,022324,1985,Clean Name Duplicates,Subsidiary Listing
001161,022325,2020,General Research,Merger or Acquisition
185318,022532,2008,Clean Name Duplicates,Relisting
028378,022536,2000,SDC Platinum,Merger or Acquisition
035477,022673,2019,CRSP/Compustat,Merger or Acquisition
029251,022698,2016,CRSP/Compustat,Merger or Acquisition
028264,022776,1997,SDC Platinum,Merger or Acquisition
002269,022805,1993,SDC Platinum,Merger or Acquisition
013683,022821,1990,General Research,Subsidiary Listing
061094,023090,1990,General Research,Relisting
183612,023197,2009,CRSP/Compustat,Relisting
010412,023250,1986,CRSP/Compustat,Merger or Acquisition
006502,023251,1999,Subsidiary Data,Merger or Acquisition
037168,023335,2020,CRSP/Compustat,Merger or Acquisition
036475,023422,2020,CRSP/Compustat,Merger or Acquisition
011720,023486,2001,Subsidiary Data,Merger or Acquisition
024608,023543,1994,General Research,Merger or Acquisition
036678,023549,2020,6-character CUSIP,Relisting
179657,023569,2019,General Research,Merger or Acquisition
007647,023592,2005,General Research,Merger or Acquisition
019802,023713,2017,CRSP/Compustat,Merger or Acquisition
014490,023872,2006,Clean Name Duplicates,Merger or Acquisition
031193,023964,2008,Clean Name Duplicates,Merger or Acquisition
032245,023986,2017,CRSP/Compustat,Merger or Acquisition
015168,024022,1995,General Research,Merger or Acquisition
015855,024167,1998,Subsidiary Data,Merger or Acquisition
006003,024190,2005,SDC Platinum,Merger or Acquisition
031554,024303,1998,ABS,Merger or Acquisition
025641,024320,1995,ABS,Merger or Acquisition
002408,024342,1990,General Research,Subsidiary Listing
002137,024357,1998,SDC Platinum,Merger or Acquisition
153668,024361,2003,Clean Name Duplicates,Relisting
018666,024376,2013,ABS,Merger or Acquisition
215422,024448,2006,General Research,Merger or Acquisition
033068,024482,2018,CRSP/Compustat,Merger or Acquisition
011399,024608,2003,General Research,Merger or Acquisition
024616,024616,2014,General Research,Subsidiary Spin-Off
114524,024616,2012,General Research,Subsidiary Listing
007345,024723,1998,Subsidiary Data,Merger or Acquisition
176022,024726,2013,Subsidiary Data,Merger or Acquisition
164605,024728,2005,CRSP/Compustat,Merger or Acquisition
212782,024759,2010,SDC Platinum,Merger or Acquisition
003013,024762,1988,SDC Platinum,Merger or Acquisition
005180,024778,1994,General Research,Merger or Acquisition
176237,024778,2004,Clean Name Duplicates,Subsidiary Spin-Off
024975,024793,1997,Subsidiary Data,Merger or Acquisition
004103,024869,1951,General Research,Subsidiary Listing
010984,024870,2005,General Research,Merger or Acquisition
008068,024894,1996,Subsidiary Data,Merger or Acquisition
024937,024937,2017,Clean Name Duplicates,Subsidiary Spin-Off
122916,024937,2012,Clean Name Duplicates,Subsidiary Listing
016786,024940,1992,General Research,Subsidiary Listing
012540,024951,1994,Subsidiary Data,Merger or Acquisition
012274,025029,1995,Subsidiary Data,Merger or Acquisition
002136,025056,2015,General Research,Merger or Acquisition
063490,025081,2005,Subsidiary Data,Merger or Acquisition
029293,025095,2016,CRSP/Compustat,Merger or Acquisition
027928,025126,1993,SDC Platinum,Merger or Acquisition
012635,025157,2019,General Research,Merger or Acquisition
016477,025187,1988,Clean Name Duplicates,Relisting
001013,025200,1998,Subsidiary Data,Merger or Acquisition
007345,025208,1996,Clean Name Duplicates,Merger or Acquisition
285536,025216,2011,ABS,Merger or Acquisition
147451,025315,2005,Clean Name Duplicates,Merger or Acquisition
002547,025356,2018,General Research,Merger or Acquisition
004839,025438,1988,SDC Platinum,Merger or Acquisition
180474,025493,2009,General Research,Relisting
027908,025517,1992,General Research,Relisting
031456,025540,2008,SDC Platinum,Merger or Acquisition
006310,025627,2014,General Research,Merger or Acquisition
017420,025676,2020,SDC Platinum,Merger or Acquisition
189362,025746,2010,General Research,Merger or Acquisition
037180,025783,2015,Clean Name Duplicates,Relisting
183704,025851,2013,CRSP/Compustat,Merger or Acquisition
117781,025859,1999,General Research,Merger or Acquisition
018086,025906,2013,Subsidiary Data,Merger or Acquisition
031549,025966,1996,General Research,Merger or Acquisition
008852,026005,1994,Subsidiary Data,Merger or Acquisition
003708,026005,1997,Subsidiary Data,Merger or Acquisition
032365,026094,2017,CRSP/Compustat,Merger or Acquisition
031673,026127,2015,General Research,Merger or Acquisition
005606,026156,2012,General Research,Subsidiary Listing
065218,026246,2015,CRSP/Compustat,Merger or Acquisition
034942,026273,2019,CRSP/Compustat,Merger or Acquisition
026061,026381,2020,CRSP/Compustat,Merger or Acquisition
033048,026514,2018,CRSP/Compustat,Merger or Acquisition
035367,026562,2019,CRSP/Compustat,Merger or Acquisition
004367,026673,2000,Subsidiary Data,Merger or Acquisition
024199,026837,2017,CRSP/Compustat,Merger or Acquisition
014268,026852,2002,Subsidiary Data,Merger or Acquisition
036014,027201,2019,CRSP/Compustat,Merger or Acquisition
034439,027241,2018,CRSP/Compustat,Merger or Acquisition
034584,027819,2018,CRSP/Compustat,Merger or Acquisition
023167,027821,2012,Clean Name Duplicates,Relisting
016101,027845,2019,General Research,Merger or Acquisition
014538,027845,2015,General Research,Merger or Acquisition
006304,027919,1996,Subsidiary Data,Merger or Acquisition
035632,027920,2019,CRSP/Compustat,Merger or Acquisition
007875,027980,2016,General Research,Merger or Acquisition
027845,027988,2017,Subsidiary Data,Merger or Acquisition
034562,028021,2018,CRSP/Compustat,Merger or Acquisition
016582,028169,2016,General Research,Merger or Acquisition
008479,028170,2009,6-character CUSIP,Merger or Acquisition
003105,028250,1999,General Research,Merger or Acquisition
004503,028256,2009,General Research,Merger or Acquisition
010453,028279,1995,SDC Platinum,Merger or Acquisition
003562,028379,2016,General Research,Merger or Acquisition
123394,028387,1999,CRSP/Compustat,Relisting
002710,028403,2004,SDC Platinum,Merger or Acquisition
006733,028455,2006,Subsidiary Data,Merger or Acquisition
065042,028461,2006,SDC Platinum,Merger or Acquisition
140760,028524,2007,Subsidiary Data,Merger or Acquisition
029609,028579,2000,Subsidiary Data,Merger or Acquisition
177659,028740,2007,CRSP/Compustat,Relisting
028742,028742,1993,Clean Name Duplicates,Subsidiary Spin-Off
002322,028742,1987,General Research,Subsidiary Listing
010991,028781,2000,Clean Name Duplicates,Merger or Acquisition
002271,028797,1995,Subsidiary Data,Merger or Acquisition
133104,028841,1999,Clean Name Duplicates,Relisting
109425,028937,2004,Subsidiary Data,Merger or Acquisition
015466,029036,1992,SDC Platinum,Merger or Acquisition
006097,029069,2003,SDC Platinum,Merger or Acquisition
146017,029092,1999,General Research,Merger or Acquisition
007637,029115,1998,Subsidiary Data,Merger or Acquisition
013683,029178,1992,General Research,Subsidiary Listing
008488,029252,2001,Subsidiary Data,Merger or Acquisition
062261,029266,1999,Subsidiary Data,Merger or Acquisition
028940,029287,2004,Subsidiary Data,Merger or Acquisition
014954,029304,2014,Subsidiary Data,Merger or Acquisition
002136,029318,1999,General Research,Merger or Acquisition
186509,029318,2006,Clean Name Duplicates,Subsidiary Listing
015855,029356,2005,Subsidiary Data,Merger or Acquisition
150937,029356,1998,Clean Name Duplicates,Merger or Acquisition
001913,029414,1999,Subsidiary Data,Merger or Acquisition
003144,029434,2001,SDC Platinum,Merger or Acquisition
138347,029436,2002,Clean Name Duplicates,Merger or Acquisition
006097,029642,2001,SDC Platinum,Merger or Acquisition
001581,029689,2000,SDC Platinum,Merger or Acquisition
060797,029732,1995,Subsidiary Data,Merger or Acquisition
062391,029822,2001,Subsidiary Data,Merger or Acquisition
192255,029829,2011,SDC Platinum,Merger or Acquisition
006765,029849,1953,General Research,Subsidiary Listing
029849,029849,1994,General Research,Subsidiary Spin-Off
003362,029942,2012,Subsidiary Data,Merger or Acquisition
179428,030012,2008,CRSP/Compustat,Merger or Acquisition
185661,030034,2006,Clean Name Duplicates,Subsidiary Spin-Off
006008,030034,1999,General Research,Merger or Acquisition
017928,030095,2013,Clean Name Duplicates,Relisting
031881,030187,1999,Subsidiary Data,Merger or Acquisition
006078,030191,2000,Subsidiary Data,Merger or Acquisition
062599,030203,1999,General Research,Merger or Acquisition
004895,030234,1994,General Research,Subsidiary Listing
332115,030236,2019,CRSP/Compustat,Merger or Acquisition
012679,030287,1995,Subsidiary Data,Merger or Acquisition
063914,030383,1999,General Research,Merger or Acquisition
010443,030383,1989,General Research,Subsidiary Listing
014446,030405,2001,Subsidiary Data,Merger or Acquisition
156155,030493,2004,SDC Platinum,Merger or Acquisition
030203,030545,1997,Subsidiary Data,Merger or Acquisition
034412,030551,2018,CRSP/Compustat,Merger or Acquisition
113491,030703,2000,Subsidiary Data,Merger or Acquisition
135966,030789,2006,Subsidiary Data,Merger or Acquisition
036609,030830,2020,CRSP/Compustat,Merger or Acquisition
124675,030835,2001,Clean Name Duplicates,Merger or Acquisition
004093,030865,2006,General Research,Merger or Acquisition
163023,030906,2004,General Research,Merger or Acquisition
