gvkey_primary,gvkey_secondary,year,source,type
001581,007840,1950,6-character CUSIP - Manual,Subsidiary Listing
001581,008287,1950,6-character CUSIP - Manual,Subsidiary Listing
028590,008617,1950,6-character CUSIP - Manual,Subsidiary Listing
008455,145348,1951,6-character CUSIP - Manual,Subsidiary Listing
011436,011434,1957,6-character CUSIP - Manual,Subsidiary Listing
011436,015401,1957,6-character CUSIP - Manual,Subsidiary Listing
013153,009861,1960,6-character CUSIP - Manual,Subsidiary Listing
001581,013153,1960,6-character CUSIP - Manual,Subsidiary Listing
001581,008275,1962,6-character CUSIP - Manual,Subsidiary Listing
001581,007996,1963,6-character CUSIP - Manual,Subsidiary Listing
001440,002862,1964,6-character CUSIP - Manual,Unknown
001581,001085,1970,6-character CUSIP - Manual,Subsidiary Listing
004961,005102,1973,6-character CUSIP - Manual,Subsidiary Listing
004961,005090,1974,6-character CUSIP - Manual,Subsidiary Listing
004961,005091,1974,6-character CUSIP - Manual,Subsidiary Listing
004961,005092,1974,6-character CUSIP - Manual,Subsidiary Listing
004961,005093,1974,6-character CUSIP - Manual,Subsidiary Listing
004961,005094,1974,6-character CUSIP - Manual,Subsidiary Listing
004961,005095,1974,6-character CUSIP - Manual,Subsidiary Listing
004961,005096,1974,6-character CUSIP - Manual,Subsidiary Listing
004961,005097,1974,6-character CUSIP - Manual,Subsidiary Listing
004961,005098,1974,6-character CUSIP - Manual,Subsidiary Listing
004961,005099,1974,6-character CUSIP - Manual,Subsidiary Listing
004961,005100,1974,6-character CUSIP - Manual,Subsidiary Listing
004961,005103,1974,6-character CUSIP - Manual,Subsidiary Listing
004961,005101,1975,6-character CUSIP - Manual,Subsidiary Listing
001581,005915,1975,6-character CUSIP - Manual,Subsidiary Listing
001581,008097,1975,6-character CUSIP - Manual,Subsidiary Listing
001581,009844,1975,6-character CUSIP - Manual,Subsidiary Listing
001581,009900,1975,6-character CUSIP - Manual,Subsidiary Listing
001581,011548,1975,6-character CUSIP - Manual,Subsidiary Listing
004002,004003,1977,6-character CUSIP - Manual,Unknown
001581,007317,1977,6-character CUSIP - Manual,Subsidiary Listing
001581,009830,1977,6-character CUSIP - Manual,Subsidiary Listing
004961,004968,1979,6-character CUSIP - Manual,Subsidiary Listing
007869,007870,1979,6-character CUSIP - Manual,Relisting
012457,007709,1981,6-character CUSIP - Manual,Relisting
014314,008472,1981,6-character CUSIP - Manual,Relisting
013856,003446,1982,6-character CUSIP - Manual,Unknown
013290,011392,1982,6-character CUSIP - Manual,Relisting
002805,002806,1983,6-character CUSIP - Manual,Unknown
001485,005915,1984,6-character CUSIP - Manual,Subsidiary Listing
001485,007317,1984,6-character CUSIP - Manual,Subsidiary Listing
008044,007840,1984,6-character CUSIP - Manual,Relisting
014274,007996,1984,6-character CUSIP - Manual,Subsidiary Listing
001485,008097,1984,6-character CUSIP - Manual,Subsidiary Listing
061489,008275,1984,6-character CUSIP - Manual,Subsidiary Listing
008286,008287,1984,6-character CUSIP - Manual,Subsidiary Listing
002146,009830,1984,6-character CUSIP - Manual,Subsidiary Listing
002146,009844,1984,6-character CUSIP - Manual,Subsidiary Listing
009900,009900,1984,6-character CUSIP - Manual,Subsidiary Spin-Off
001485,011548,1984,6-character CUSIP - Manual,Subsidiary Listing
013153,013153,1984,6-character CUSIP - Manual,Subsidiary Spin-Off
061489,014274,1984,6-character CUSIP - Manual,Subsidiary Listing
014519,006883,1985,6-character CUSIP - Manual,Relisting
012923,004516,1986,6-character CUSIP - Manual,Unknown
009899,009900,1987,6-character CUSIP - Manual,Relisting
014638,013606,1988,6-character CUSIP - Manual,Merger or Acquisition
005073,017197,1988,6-character CUSIP - Manual,Unknown
031475,013879,1989,6-character CUSIP - Manual,Unknown
028590,028591,1989,6-character CUSIP - Manual,Subsidiary Listing
005134,066013,1992,6-character CUSIP - Manual,Subsidiary Listing
014628,125754,1992,6-character CUSIP - Manual,Merger or Acquisition
009043,121573,1993,6-character CUSIP - Manual,Subsidiary Listing
008044,060821,1994,6-character CUSIP - Manual,Subsidiary Listing
028590,061807,1994,6-character CUSIP - Manual,Subsidiary Listing
010393,065683,1994,6-character CUSIP - Manual,Subsidiary Listing
066716,119773,1994,6-character CUSIP - Manual,Subsidiary Listing
008867,124015,1994,6-character CUSIP - Manual,Subsidiary Listing
113586,020351,1995,6-character CUSIP - Manual,Unknown
145984,001171,1996,6-character CUSIP - Manual,Unknown
012233,117298,1996,6-character CUSIP - Manual,Subsidiary Listing
012233,118653,1996,6-character CUSIP - Manual,Subsidiary Listing
012233,121742,1996,6-character CUSIP - Manual,Subsidiary Listing
031122,140261,1996,6-character CUSIP - Manual,Unknown
012233,143176,1996,6-character CUSIP - Manual,Subsidiary Listing
008455,153268,1996,6-character CUSIP - Manual,Subsidiary Listing
002136,008044,1997,6-character CUSIP - Manual,Merger or Acquisition
148370,066716,1997,6-character CUSIP - Manual,Relisting
003980,126814,1997,6-character CUSIP - Manual,Unknown
001581,134845,1997,6-character CUSIP - Manual,Subsidiary Listing
009899,001485,1998,6-character CUSIP - Manual,Merger or Acquisition
009899,013153,1998,6-character CUSIP - Manual,Merger or Acquisition
001581,141636,1999,6-character CUSIP - Manual,Subsidiary Listing
264765,141843,1999,6-character CUSIP - Manual,Unknown
002259,144646,1999,6-character CUSIP - Manual,Unknown
002136,004961,2000,6-character CUSIP - Manual,Merger or Acquisition
101206,063641,2000,6-character CUSIP - Manual,Merger or Acquisition
063194,119773,2000,6-character CUSIP - Manual,Merger or Acquisition
016431,120276,2000,6-character CUSIP - Manual,Subsidiary Listing
001581,152670,2000,6-character CUSIP - Manual,Subsidiary Listing
005824,061326,2001,6-character CUSIP - Manual,Merger or Acquisition
119417,028170,2002,6-character CUSIP - Manual,Merger or Acquisition
023223,107754,2002,6-character CUSIP - Manual,Merger or Acquisition
014269,163120,2002,6-character CUSIP - Manual,Merger or Acquisition
164606,148332,2003,6-character CUSIP - Manual,Relisting
175955,141849,2004,6-character CUSIP - Manual,Relisting
009899,001581,2005,6-character CUSIP - Manual,Merger or Acquisition
009899,002146,2006,6-character CUSIP - Manual,Subsidiary Listing
028838,061840,2006,6-character CUSIP - Manual,Unknown
007152,163722,2007,6-character CUSIP - Manual,Merger or Acquisition
008479,005824,2009,6-character CUSIP - Manual,Merger or Acquisition
176711,020783,2009,6-character CUSIP - Manual,Relisting
008479,028170,2009,6-character CUSIP - Manual,Merger or Acquisition
019845,062471,2009,6-character CUSIP - Manual,Relisting
010795,010484,2010,6-character CUSIP - Manual,Merger or Acquisition
105239,142208,2010,6-character CUSIP - Manual,Unknown
027014,012938,2011,6-character CUSIP - Manual,Unknown
002884,061489,2011,6-character CUSIP - Manual,Merger or Acquisition
019163,061730,2011,6-character CUSIP - Manual,Unknown
018438,066477,2011,6-character CUSIP - Manual,Relisting
033962,013241,2012,6-character CUSIP - Manual,Relisting
013312,121934,2013,6-character CUSIP - Manual,Unknown
135484,013153,2014,6-character CUSIP - Manual,Merger or Acquisition
013664,013375,2018,6-character CUSIP - Manual,Unknown
036678,023549,2020,6-character CUSIP - Manual,Unknown
009950,009951,1984,ABS - Automated,Unknown
014084,001236,1987,ABS - Automated,Unknown
014469,007044,1987,ABS - Automated,Unknown
024363,002110,1989,ABS - Automated,Unknown
024969,003167,1989,ABS - Automated,Unknown
023123,013833,1989,ABS - Automated,Unknown
024293,006318,1991,ABS - Automated,Unknown
022144,012948,1991,ABS - Automated,Unknown
026246,012967,1991,ABS - Automated,Unknown
025807,005362,1992,ABS - Automated,Unknown
025326,009157,1992,ABS - Automated,Unknown
060893,002135,1995,ABS - Automated,Unknown
031285,006477,1995,ABS - Automated,Unknown
062290,009104,1995,ABS - Automated,Unknown
031554,024303,1998,ABS - Automated,Unknown
061356,061337,1998,ABS - Automated,Unknown
138309,062519,2000,ABS - Automated,Unknown
175689,001762,2006,ABS - Automated,Unknown
165728,063972,2006,ABS - Automated,Unknown
182826,061166,2009,ABS - Automated,Unknown
184070,109931,2009,ABS - Automated,Unknown
184592,164615,2010,ABS - Automated,Unknown
170307,006598,2011,ABS - Automated,Unknown
285536,025216,2011,ABS - Automated,Unknown
179731,061901,2011,ABS - Automated,Unknown
185517,157858,2011,ABS - Automated,Unknown
273505,003515,2013,ABS - Automated,Unknown
018666,024376,2013,ABS - Automated,Unknown
018036,065142,2013,ABS - Automated,Unknown
018162,138703,2013,ABS - Automated,Unknown
019205,148552,2013,ABS - Automated,Unknown
018566,162732,2013,ABS - Automated,Unknown
018108,175347,2013,ABS - Automated,Unknown
021082,138747,2014,ABS - Automated,Unknown
025641,024320,1994,ABS - Manual,Unknown
006781,006877,1971,Clean Name Duplicates - Manual,Unknown
002365,002367,1974,Clean Name Duplicates - Manual,Unknown
002931,002932,1974,Clean Name Duplicates - Manual,Unknown
007061,007062,1975,Clean Name Duplicates - Manual,Unknown
003952,003951,1976,Clean Name Duplicates - Manual,Unknown
006139,006138,1976,Clean Name Duplicates - Manual,Unknown
007058,007057,1976,Clean Name Duplicates - Manual,Unknown
008226,008225,1976,Clean Name Duplicates - Manual,Unknown
002977,002989,1977,Clean Name Duplicates - Manual,Unknown
011588,011587,1977,Clean Name Duplicates - Manual,Unknown
005429,005428,1978,Clean Name Duplicates - Manual,Unknown
007112,007111,1979,Clean Name Duplicates - Manual,Unknown
008431,008430,1979,Clean Name Duplicates - Manual,Unknown
003380,003379,1980,Clean Name Duplicates - Manual,Unknown
001945,001944,1981,Clean Name Duplicates - Manual,Unknown
008020,008019,1981,Clean Name Duplicates - Manual,Unknown
012514,008378,1981,Clean Name Duplicates - Manual,Unknown
014312,012061,1981,Clean Name Duplicates - Manual,Unknown
003470,003471,1982,Clean Name Duplicates - Manual,Unknown
015018,009497,1982,Clean Name Duplicates - Manual,Unknown
014328,010796,1982,Clean Name Duplicates - Manual,Unknown
010665,013121,1982,Clean Name Duplicates - Manual,Unknown
001036,001035,1983,Clean Name Duplicates - Manual,Unknown
013757,002398,1983,Clean Name Duplicates - Manual,Unknown
004238,004237,1983,Clean Name Duplicates - Manual,Unknown
031723,005254,1983,Clean Name Duplicates - Manual,Unknown
005734,005735,1983,Clean Name Duplicates - Manual,Unknown
013351,007745,1983,Clean Name Duplicates - Manual,Unknown
009470,009469,1983,Clean Name Duplicates - Manual,Unknown
010870,010663,1983,Clean Name Duplicates - Manual,Unknown
014817,011522,1983,Clean Name Duplicates - Manual,Unknown
002337,002338,1984,Clean Name Duplicates - Manual,Unknown
003858,003853,1984,Clean Name Duplicates - Manual,Unknown
020769,006381,1984,Clean Name Duplicates - Manual,Unknown
012352,006877,1984,Clean Name Duplicates - Manual,Unknown
012351,006905,1984,Clean Name Duplicates - Manual,Unknown
009752,010302,1984,Clean Name Duplicates - Manual,Unknown
015195,001922,1985,Clean Name Duplicates - Manual,Unknown
014153,002931,1985,Clean Name Duplicates - Manual,Unknown
011771,004945,1985,Clean Name Duplicates - Manual,Unknown
023090,005261,1985,Clean Name Duplicates - Manual,Unknown
012168,008635,1985,Clean Name Duplicates - Manual,Unknown
008822,008820,1985,Clean Name Duplicates - Manual,Unknown
012145,009057,1985,Clean Name Duplicates - Manual,Unknown
023198,022324,1985,Clean Name Duplicates - Manual,Subsidiary Listing
008359,006999,1986,Clean Name Duplicates - Manual,Unknown
014218,007106,1986,Clean Name Duplicates - Manual,Unknown
013701,009461,1986,Clean Name Duplicates - Manual,Unknown
014448,009626,1986,Clean Name Duplicates - Manual,Unknown
013646,010569,1986,Clean Name Duplicates - Manual,Unknown
012805,011442,1986,Clean Name Duplicates - Manual,Unknown
014516,011588,1986,Clean Name Duplicates - Manual,Unknown
014550,002196,1987,Clean Name Duplicates - Manual,Unknown
014952,004628,1987,Clean Name Duplicates - Manual,Unknown
024226,004920,1987,Clean Name Duplicates - Manual,Unknown
024022,005682,1987,Clean Name Duplicates - Manual,Unknown
013963,006726,1987,Clean Name Duplicates - Manual,Unknown
014014,006941,1987,Clean Name Duplicates - Manual,Unknown
014899,007055,1987,Clean Name Duplicates - Manual,Unknown
015761,009316,1987,Clean Name Duplicates - Manual,Unknown
015277,001057,1988,Clean Name Duplicates - Manual,Unknown
022345,011449,1988,Clean Name Duplicates - Manual,Unknown
020900,001175,1989,Clean Name Duplicates - Manual,Unknown
027933,001791,1989,Clean Name Duplicates - Manual,Unknown
002402,002401,1989,Clean Name Duplicates - Manual,Unknown
021491,004663,1989,Clean Name Duplicates - Manual,Unknown
014262,005436,1989,Clean Name Duplicates - Manual,Unknown
029092,005675,1989,Clean Name Duplicates - Manual,Unknown
030703,005845,1989,Clean Name Duplicates - Manual,Unknown
021235,008589,1989,Clean Name Duplicates - Manual,Unknown
007574,010538,1989,Clean Name Duplicates - Manual,Unknown
062673,003307,1990,Clean Name Duplicates - Manual,Unknown
061386,003758,1990,Clean Name Duplicates - Manual,Unknown
013587,003930,1990,Clean Name Duplicates - Manual,Unknown
024021,005424,1990,Clean Name Duplicates - Manual,Unknown
031498,005563,1990,Clean Name Duplicates - Manual,Unknown
016932,007031,1990,Clean Name Duplicates - Manual,Unknown
061370,007367,1990,Clean Name Duplicates - Manual,Unknown
014370,008359,1990,Clean Name Duplicates - Manual,Unknown
013200,008565,1990,Clean Name Duplicates - Manual,Unknown
021237,010473,1990,Clean Name Duplicates - Manual,Unknown
006062,010932,1990,Clean Name Duplicates - Manual,Unknown
008015,010943,1990,Clean Name Duplicates - Manual,Unknown
014897,015441,1990,Clean Name Duplicates - Manual,Unknown
063499,003411,1991,Clean Name Duplicates - Manual,Unknown
064640,003642,1991,Clean Name Duplicates - Manual,Unknown
063754,005389,1991,Clean Name Duplicates - Manual,Unknown
063292,005590,1991,Clean Name Duplicates - Manual,Unknown
024448,007028,1991,Clean Name Duplicates - Manual,Unknown
063293,007297,1991,Clean Name Duplicates - Manual,Unknown
030029,008035,1991,Clean Name Duplicates - Manual,Unknown
064477,009192,1991,Clean Name Duplicates - Manual,Unknown
064876,009405,1991,Clean Name Duplicates - Manual,Unknown
025746,010256,1991,Clean Name Duplicates - Manual,Unknown
065047,010417,1991,Clean Name Duplicates - Manual,Unknown
025554,001614,1992,Clean Name Duplicates - Manual,Unknown
066439,002632,1992,Clean Name Duplicates - Manual,Unknown
005342,003919,1992,Clean Name Duplicates - Manual,Unknown
004242,004240,1992,Clean Name Duplicates - Manual,Unknown
064789,004458,1992,Clean Name Duplicates - Manual,Unknown
028214,006134,1992,Clean Name Duplicates - Manual,Unknown
024925,009235,1992,Clean Name Duplicates - Manual,Unknown
066034,009929,1992,Clean Name Duplicates - Manual,Unknown
015133,010227,1992,Clean Name Duplicates - Manual,Unknown
025243,010523,1992,Clean Name Duplicates - Manual,Unknown
115377,011317,1992,Clean Name Duplicates - Manual,Unknown
028940,002129,1993,Clean Name Duplicates - Manual,Unknown
031590,003170,1993,Clean Name Duplicates - Manual,Unknown
031479,003386,1993,Clean Name Duplicates - Manual,Unknown
114303,003398,1993,Clean Name Duplicates - Manual,Unknown
031448,003568,1993,Clean Name Duplicates - Manual,Unknown
062898,003733,1993,Clean Name Duplicates - Manual,Unknown
013700,003874,1993,Clean Name Duplicates - Manual,Unknown
028119,005056,1993,Clean Name Duplicates - Manual,Unknown
023276,006321,1993,Clean Name Duplicates - Manual,Unknown
003369,008622,1993,Clean Name Duplicates - Manual,Unknown
013065,009468,1993,Clean Name Duplicates - Manual,Unknown
009177,004348,1994,Clean Name Duplicates - Manual,Unknown
030234,007176,1994,Clean Name Duplicates - Manual,Unknown
062814,008010,1994,Clean Name Duplicates - Manual,Unknown
100338,009008,1994,Clean Name Duplicates - Manual,Unknown
003243,010705,1994,Clean Name Duplicates - Manual,Unknown
061402,011218,1994,Clean Name Duplicates - Manual,Unknown
174637,019439,1994,Clean Name Duplicates - Manual,Unknown
064723,003945,1995,Clean Name Duplicates - Manual,Unknown
066004,004905,1995,Clean Name Duplicates - Manual,Unknown
006096,006975,1995,Clean Name Duplicates - Manual,Unknown
138981,007294,1995,Clean Name Duplicates - Manual,Unknown
013932,009389,1995,Clean Name Duplicates - Manual,Unknown
128398,009523,1995,Clean Name Duplicates - Manual,Unknown
061534,010952,1995,Clean Name Duplicates - Manual,Unknown
064924,011866,1995,Clean Name Duplicates - Manual,Unknown
063828,013766,1995,Clean Name Duplicates - Manual,Unknown
064549,002527,1996,Clean Name Duplicates - Manual,Unknown
061239,005220,1996,Clean Name Duplicates - Manual,Unknown
006347,007567,1996,Clean Name Duplicates - Manual,Unknown
061795,009168,1996,Clean Name Duplicates - Manual,Unknown
066300,013632,1996,Clean Name Duplicates - Manual,Unknown
016477,025187,1996,Clean Name Duplicates - Manual,Unknown
007345,025208,1996,Clean Name Duplicates - Manual,Unknown
065850,002578,1997,Clean Name Duplicates - Manual,Unknown
062918,006568,1997,Clean Name Duplicates - Manual,Unknown
145873,001709,1998,Clean Name Duplicates - Manual,Unknown
006799,002424,1998,Clean Name Duplicates - Manual,Unknown
030098,004995,1998,Clean Name Duplicates - Manual,Unknown
128978,008292,1998,Clean Name Duplicates - Manual,Unknown
109522,009042,1998,Clean Name Duplicates - Manual,Unknown
125094,010925,1998,Clean Name Duplicates - Manual,Unknown
102704,010984,1998,Clean Name Duplicates - Manual,Unknown
014477,011306,1998,Clean Name Duplicates - Manual,Unknown
004367,011323,1998,Clean Name Duplicates - Manual,Unknown
125234,027962,1998,Clean Name Duplicates - Manual,Unknown
144580,001995,1999,Clean Name Duplicates - Manual,Unknown
146212,004242,1999,Clean Name Duplicates - Manual,Unknown
145269,005870,1999,Clean Name Duplicates - Manual,Unknown
145274,008272,1999,Clean Name Duplicates - Manual,Unknown
008594,008593,1999,Clean Name Duplicates - Manual,Unknown
007824,009692,1999,Clean Name Duplicates - Manual,Unknown
116304,010860,1999,Clean Name Duplicates - Manual,Unknown
158733,012452,1999,Clean Name Duplicates - Manual,Unknown
024184,014001,1999,Clean Name Duplicates - Manual,Unknown
164433,014594,1999,Clean Name Duplicates - Manual,Unknown
010405,020899,1999,Clean Name Duplicates - Manual,Unknown
133104,028841,1999,Clean Name Duplicates - Manual,Unknown
016469,064320,1999,Clean Name Duplicates - Manual,Unknown
028742,002322,2000,Clean Name Duplicates - Manual,Unknown
148223,005308,2000,Clean Name Duplicates - Manual,Unknown
130762,006139,2000,Clean Name Duplicates - Manual,Unknown
148328,009981,2000,Clean Name Duplicates - Manual,Unknown
024185,013376,2000,Clean Name Duplicates - Manual,Unknown
030219,013940,2000,Clean Name Duplicates - Manual,Unknown
025291,060832,2000,Clean Name Duplicates - Manual,Unknown
115687,008113,2001,Clean Name Duplicates - Manual,Unknown
145308,011337,2001,Clean Name Duplicates - Manual,Unknown
004723,017269,2001,Clean Name Duplicates - Manual,Unknown
010991,028781,2001,Clean Name Duplicates - Manual,Unknown
124675,030835,2001,Clean Name Duplicates - Manual,Unknown
062960,062912,2001,Clean Name Duplicates - Manual,Unknown
018484,138004,2001,Clean Name Duplicates - Manual,Unknown
160949,003990,2002,Clean Name Duplicates - Manual,Unknown
178971,004449,2002,Clean Name Duplicates - Manual,Unknown
156819,008818,2002,Clean Name Duplicates - Manual,Unknown
023978,010970,2002,Clean Name Duplicates - Manual,Unknown
162198,014328,2002,Clean Name Duplicates - Manual,Unknown
150937,029356,2002,Clean Name Duplicates - Manual,Unknown
138347,029436,2002,Clean Name Duplicates - Manual,Unknown
011056,143318,2002,Clean Name Duplicates - Manual,Unknown
013453,008159,2003,Clean Name Duplicates - Manual,Unknown
002960,009253,2003,Clean Name Duplicates - Manual,Unknown
061718,012968,2003,Clean Name Duplicates - Manual,Unknown
025389,013325,2003,Clean Name Duplicates - Manual,Unknown
153668,024361,2003,Clean Name Duplicates - Manual,Unknown
176670,001093,2004,Clean Name Duplicates - Manual,Unknown
135865,003036,2004,Clean Name Duplicates - Manual,Unknown
140977,005742,2004,Clean Name Duplicates - Manual,Unknown
175263,011427,2004,Clean Name Duplicates - Manual,Unknown
176237,024778,2004,Clean Name Duplicates - Manual,Unknown
163023,030906,2004,Clean Name Duplicates - Manual,Unknown
205950,065252,2004,Clean Name Duplicates - Manual,Unknown
025783,126773,2004,Clean Name Duplicates - Manual,Unknown
179437,001587,2005,Clean Name Duplicates - Manual,Unknown
007919,004555,2005,Clean Name Duplicates - Manual,Unknown
011462,005460,2005,Clean Name Duplicates - Manual,Unknown
163559,010260,2005,Clean Name Duplicates - Manual,Unknown
164190,014999,2005,Clean Name Duplicates - Manual,Unknown
162733,021078,2005,Clean Name Duplicates - Manual,Unknown
147451,025315,2005,Clean Name Duplicates - Manual,Unknown
061685,134031,2005,Clean Name Duplicates - Manual,Unknown
065676,006042,2006,Clean Name Duplicates - Manual,Unknown
180012,006338,2006,Clean Name Duplicates - Manual,Unknown
177831,007515,2006,Clean Name Duplicates - Manual,Unknown
260408,007935,2006,Clean Name Duplicates - Manual,Unknown
176017,140901,2006,Clean Name Duplicates - Manual,Unknown
175163,205950,2006,Clean Name Duplicates - Manual,Unknown
062689,003243,2007,Clean Name Duplicates - Manual,Unknown
183932,005328,2007,Clean Name Duplicates - Manual,Unknown
001567,010649,2007,Clean Name Duplicates - Manual,Unknown
014490,023872,2007,Clean Name Duplicates - Manual,Unknown
160237,061656,2007,Clean Name Duplicates - Manual,Unknown
140982,063663,2007,Clean Name Duplicates - Manual,Unknown
177943,115812,2007,Clean Name Duplicates - Manual,Unknown
151928,141387,2007,Clean Name Duplicates - Manual,Unknown
065345,001416,2008,Clean Name Duplicates - Manual,Unknown
008488,001693,2008,Clean Name Duplicates - Manual,Unknown
118577,012592,2008,Clean Name Duplicates - Manual,Unknown
184899,012796,2008,Clean Name Duplicates - Manual,Unknown
185318,022532,2008,Clean Name Duplicates - Manual,Unknown
031193,023964,2008,Clean Name Duplicates - Manual,Unknown
166142,113459,2008,Clean Name Duplicates - Manual,Unknown
017056,116597,2008,Clean Name Duplicates - Manual,Unknown
020423,116857,2008,Clean Name Duplicates - Manual,Unknown
137434,124975,2008,Clean Name Duplicates - Manual,Unknown
179598,160205,2008,Clean Name Duplicates - Manual,Unknown
284359,013466,2009,Clean Name Duplicates - Manual,Unknown
185661,030034,2009,Clean Name Duplicates - Manual,Unknown
185229,001965,2010,Clean Name Duplicates - Manual,Unknown
023569,003041,2010,Clean Name Duplicates - Manual,Unknown
018086,006096,2010,Clean Name Duplicates - Manual,Unknown
029955,009340,2010,Clean Name Duplicates - Manual,Unknown
186509,029318,2010,Clean Name Duplicates - Manual,Unknown
186558,031625,2010,Clean Name Duplicates - Manual,Unknown
190355,064010,2010,Clean Name Duplicates - Manual,Unknown
187757,144415,2010,Clean Name Duplicates - Manual,Unknown
115960,009911,2011,Clean Name Duplicates - Manual,Unknown
183998,010084,2011,Clean Name Duplicates - Manual,Unknown
185016,010671,2011,Clean Name Duplicates - Manual,Unknown
